fixIdx,tickLead,togo,area
1,-2254.180188757446,171.751,0.0
2,-2253.180188757446,171.747,0.0
3,-2252.180188757446,171.744,0.0
4,-2251.180188757446,171.74,0.0
5,-2250.180188757446,171.737,0.0
6,-2249.180188757446,171.734,0.0
7,-2248.180188757446,171.73,0.0
8,-2247.180188757446,171.726,0.0
9,-2246.180188757446,171.721,0.0
10,-2245.180188757446,171.719,0.0
11,-2244.180188757446,171.716,0.0
12,-2243.180188757446,171.711,0.0
13,-2242.180188757446,171.71,0.0
14,-2241.180188757446,171.708,0.0
15,-2240.180188757446,171.707,0.0
16,-2239.180188757446,171.705,0.0
17,-2238.180188757446,171.704,0.0
220,-2030.180188757446,171.669,0.0
221,-2029.180188757446,171.65,0.0
222,-2028.180188757446,171.632,0.0
223,-2027.180188757446,171.613,0.0
224,-2026.180188757446,171.593,0.0
225,-2025.180188757446,171.572,0.0
226,-2024.180188757446,171.554,0.0
227,-2023.180188757446,171.533,0.0
228,-2022.180188757446,171.518,0.0
229,-2021.180188757446,171.499,0.0
230,-2020.180188757446,171.482,0.0
231,-2019.180188757446,171.464,0.0
232,-2018.180188757446,171.445,0.0
233,-2017.180188757446,171.427,0.0
234,-2016.180188757446,171.408,0.0
235,-2015.180188757446,171.389,0.0
236,-2014.180188757446,171.371,0.0
237,-2013.180188757446,171.354,0.0
238,-2012.180188757446,171.338,0.0
239,-2011.180188757446,171.32,0.0
240,-2010.180188757446,171.302,0.0
241,-2009.180188757446,171.284,0.0
242,-2008.180188757446,171.267,0.0
243,-2007.180188757446,171.247,0.0
244,-2006.180188757446,171.228,0.0
245,-2005.180188757446,171.212,0.0
246,-2004.180188757446,171.194,0.0
247,-2003.180188757446,171.176,0.0
248,-2002.180188757446,171.16,0.0
249,-2001.180188757446,171.144,0.0
250,-2000.180188757446,171.129,0.0
251,-1999.180188757446,171.112,0.0
252,-1998.180188757446,171.097,0.0
253,-1997.180188757446,171.08,0.0
254,-1996.180188757446,171.065,0.0
255,-1995.180188757446,171.052,0.0
256,-1994.180188757446,171.037,0.0
257,-1993.180188757446,171.023,0.0
258,-1992.180188757446,171.01,0.0
259,-1991.180188757446,170.996,0.0
260,-1990.180188757446,170.986,0.0
261,-1989.180188757446,170.975,0.0
262,-1987.180188757446,170.952,0.0
