fixIdx,tickLead,togo,area
29,-3466.180188757446,171.767,0.0
30,-3456.180188757446,171.739,0.0
31,-3446.180188757446,171.69,0.0
32,-3436.180188757446,171.638,0.0
33,-3426.180188757446,171.572,0.0
45,-3306.180188757446,171.478,0.0
46,-3296.180188757446,171.307,0.0
47,-3286.180188757446,171.125,0.0
48,-3276.180188757446,170.932,0.0
49,-3266.180188757446,170.74,0.0
50,-3256.180188757446,170.543,0.0
51,-3246.180188757446,170.351,0.0
52,-3236.180188757446,170.166,0.0
53,-3226.180188757446,169.984,0.0
54,-3215.180188757446,169.868,0.0
381,52.819811242554,169.74,0.0
382,62.819811242554,169.587,0.0
383,72.819811242554,169.428,0.0
384,82.819811242554,169.294,0.0
385,92.819811242554,169.129,0.0
386,102.819811242554,168.954,0.0
387,112.819811242554,168.795,0.0
388,122.819811242554,168.638,0.0
389,132.819811242554,168.5,0.0
390,142.819811242554,168.363,0.0
391,152.819811242554,168.224,0.0
392,162.819811242554,168.104,0.0
393,172.819811242554,167.971,0.0
394,182.819811242554,167.839,0.0
395,192.819811242554,167.693,0.0
396,202.819811242554,167.5,0.0
397,212.819811242554,167.297,0.0
398,222.819811242554,167.105,0.0
399,232.819811242554,166.969,0.0
400,242.819811242554,166.938,0.0
403,272.819811242554,166.917,0.0
404,282.819811242554,166.841,0.0
407,313.819811242554,166.837,0.0
411,353.819811242554,166.812,0.0
445,694.819811242554,166.739,0.0
446,704.819811242554,166.671,0.0
448,724.819811242554,166.61,0.0
449,734.819811242554,166.609,0.0
450,744.819811242554,166.588,0.0
451,754.819811242554,166.581,0.0
452,764.819811242554,166.456,0.0
501,1242.819811242554,166.406,20684.374400483895
502,1252.819811242554,166.246,66680.48253591187
503,1262.819811242554,166.086,67148.06936157624
504,1272.819811242554,165.937,62968.212376040174
505,1282.819811242554,165.781,66383.36985474068
506,1292.819811242554,165.57,90387.57596503709
507,1302.819811242554,165.377,83214.71145775181
508,1313.819811242554,165.152,97707.49838780264
509,1323.819811242554,164.955,86089.43072666838
510,1333.819811242554,164.758,86636.2130905718
511,1343.819811242554,164.564,85854.58900834339
512,1353.819811242554,164.376,83721.19187749836
513,1363.819811242554,164.184,86034.55433891913
514,1373.819811242554,164.006,80255.55844560025
515,1383.819811242554,163.828,80752.04675180143
516,1393.819811242554,163.643,84440.57997037195
517,1403.819811242554,163.475,77148.07447436193
518,1413.819811242554,163.29,85467.56366482557
519,1423.819811242554,163.093,91547.98454619863
520,1433.819811242554,162.902,89276.85506891028
521,1443.819811242554,162.707,91673.54135917775
522,1453.819811242554,162.507,94560.51121868182
523,1463.819811242554,162.303,96994.51582950124
524,1473.819811242554,162.093,100401.26281245009
525,1483.819811242554,161.894,95666.92750781546
526,1493.819811242554,161.71,88946.7161803085
527,1503.819811242554,161.527,88954.5073917798
528,1513.819811242554,161.34,91398.58020632797
529,1523.819811242554,161.169,84037.19819918445
530,1533.819811242554,161.081,43496.062207227355
532,1553.819811242554,161.015,33031.62363085204
533,1563.819811242554,160.945,35244.11984993225
536,1593.819811242554,160.934,5643.1883972501455
537,1603.819811242554,160.894,20646.16488849864
539,1623.819811242554,160.884,5225.094912230164
540,1633.819811242554,160.76,65163.03408154269
541,1643.819811242554,160.672,46497.11348192061
542,1653.819811242554,160.536,72245.94093442307
543,1663.819811242554,160.39,77958.60336446088
544,1674.819811242554,160.263,68203.57161065341
545,1684.819811242554,160.119,77729.17547023666
546,1694.819811242554,159.987,71612.9027456871
547,1704.819811242554,159.814,94320.13291874713
548,1714.819811242554,159.619,106815.15716910159
549,1724.819811242554,159.4,120504.81380844739
550,1734.819811242554,159.202,109437.97817730118
551,1744.819811242554,158.985,120473.83893771551
552,1754.819811242554,158.781,113754.9027164218
553,1764.819811242554,158.602,100262.16130113674
554,1774.819811242554,158.435,93968.15259898413
555,1784.819811242554,158.277,89313.26862521251
556,1794.819811242554,158.118,90291.65025431132
557,1804.819811242554,157.959,90703.46300501525
558,1814.819811242554,157.81,85386.51170946177
559,1824.819811242554,157.657,88077.57600316314
560,1834.819811242554,157.511,84428.36757938389
561,1844.819811242554,157.346,95840.98116588085
562,1854.819811242554,157.267,46100.48359668635
565,1884.819811242554,157.135,78222.0276148481
566,1894.819811242554,156.935,119021.21162338302
567,1904.819811242554,156.763,102776.5644053109
569,1924.819811242554,156.655,65153.502964804495
570,1934.819811242554,156.536,72110.210028841
572,1954.819811242554,156.41,77080.88312179106
573,1964.819811242554,156.263,90308.87741156922
574,1974.819811242554,156.065,122124.72135714597
575,1984.819811242554,155.875,117637.49146460902
576,1994.819811242554,155.664,131128.93969586835
577,2004.819811242554,155.47,121010.91578731406
578,2014.819811242554,155.267,127094.04992827558
579,2024.819811242554,155.092,109973.68406453915
580,2034.819811242554,154.923,106609.36817922593
581,2044.819811242554,154.724,126001.29169828056
582,2054.819811242554,154.538,118198.84931038243
583,2064.819811242554,154.348,121180.84712093738
584,2074.819811242554,154.203,92827.22049891824
585,2084.819811242554,154.075,82266.1224665989
586,2094.819811242554,154.01,41949.86650053157
587,2104.819811242554,153.869,91372.20443183628
588,2114.819811242554,153.695,113176.98463395513
589,2124.819811242554,153.51,120759.7249708637
590,2134.819811242554,153.322,123145.8340767492
591,2144.819811242554,153.127,128169.18783541206
592,2154.819811242554,152.978,98280.5666297405
593,2165.819811242554,152.783,129133.53010455453
594,2175.819811242554,152.618,109642.0951185871
595,2185.819811242554,152.444,116025.03800677041
596,2195.819811242554,152.269,117091.59737504025
597,2205.819811242554,152.115,103398.10364348661
600,2235.819811242554,152.08,23804.382261830186
602,2255.819811242554,152.052,19209.875743332697
603,2265.819811242554,152.042,6890.2220967936655
605,2285.819811242554,151.986,38917.380632065324
606,2295.819811242554,151.983,2093.5741566009256
608,2315.819811242554,151.888,66852.49577689738
611,2345.819811242554,151.829,42035.45598105635
616,2395.819811242554,151.768,44369.18614126727
619,2425.819811242554,151.711,41962.566118267634
620,2435.819811242554,151.705,4434.400223087993
622,2455.819811242554,151.644,45443.19951916292
627,2505.819811242554,151.633,8359.532663833006
628,2515.819811242554,151.555,59495.777400620835
631,2545.819811242554,151.527,21604.580480883877
634,2575.819811242554,151.508,14830.707573479933
635,2585.819811242554,151.444,50136.27414117221
638,2615.819811242554,151.441,2376.877750573434
639,2625.819811242554,151.436,3976.5021348449386
641,2646.819811242554,151.429,5611.403574927843
642,2656.819811242554,151.414,12068.989231453823
643,2666.819811242554,151.396,14535.71472676299
647,2706.819811242554,151.379,13932.475261929038
649,2726.819811242554,151.357,18161.143492272033
651,2746.819811242554,151.338,15797.523832521769
653,2766.819811242554,151.297,34330.79705658834
654,2776.819811242554,151.262,29405.31388443789
655,2786.819811242554,151.251,9273.541437138963
657,2806.819811242554,151.229,18678.150843094914
668,2916.819811242554,151.106,108468.3762687548
669,2926.819811242554,150.945,142331.86497970676
670,2936.819811242554,150.755,168347.3220398549
671,2946.819811242554,150.574,160721.17030923034
672,2956.819811242554,150.413,143284.2562487617
673,2966.819811242554,150.273,124891.36544687218
675,2986.819811242554,150.257,14362.063325955636
676,2996.819811242554,150.167,81028.49354754905
678,3016.819811242554,150.157,9060.233929907849
679,3026.819811242554,150.097,54528.88533629138
681,3046.819811242554,150.035,56695.78366245752
683,3066.819811242554,150.026,8282.097174418504
686,3096.819811242554,149.962,59456.56201826186
688,3116.819811242554,149.895,62618.21595534406
691,3146.819811242554,149.827,64135.63666764774
693,3167.819811242554,149.8,25627.437357733146
694,3177.819811242554,149.787,12376.435549284379
696,3197.819811242554,149.7,83320.37517745186
698,3217.819811242554,149.658,40457.76432826737
700,3237.819811242554,149.632,25195.224373958976
701,3247.819811242554,149.569,61220.30892666188
703,3267.819811242554,149.539,29322.931443035242
704,3277.819811242554,149.457,80364.51100714061
707,3307.819811242554,149.294,161078.95965783214
708,3317.819811242554,149.117,175243.0852016289
709,3327.819811242554,149.015,101197.21674847107
711,3347.819811242554,148.972,42897.091629965595
713,3367.819811242554,148.902,70223.01709180618
714,3377.819811242554,148.746,156842.60454354627
715,3387.819811242554,148.59,157142.04345772206
716,3397.819811242554,148.421,170553.08633273785
717,3407.819811242554,148.266,156713.65463240969
718,3417.819811242554,148.115,152959.5048748396
719,3427.819811242554,147.974,143106.50335285036
720,3437.819811242554,147.819,157616.8704911658
721,3447.819811242554,147.642,180309.24319716025
722,3457.819811242554,147.472,173476.6760817432
723,3467.819811242554,147.31,165604.6392548341
724,3477.819811242554,147.134,180228.07906428096
725,3487.819811242554,146.976,162076.8241801452
726,3497.819811242554,146.809,171610.3678720659
727,3507.819811242554,146.642,171905.3296486344
728,3517.819811242554,146.473,174260.25242131122
729,3527.819811242554,146.298,180747.58344253816
730,3537.819811242554,146.129,174839.63173624777
731,3547.819811242554,145.96,175131.17480296054
