fixIdx,tickLead,togo,area
1,-4216.180188757446,171.714,0.0
10,-3945.180188757446,171.694,0.0
11,-3915.180188757446,171.29,0.0
12,-3905.180188757446,171.27,0.0
19,-3835.180188757446,171.239,0.0
20,-3825.180188757446,171.089,0.0
102,-3004.180188757446,171.036,0.0
103,-2994.180188757446,170.838,0.0
104,-2984.180188757446,170.653,0.0
105,-2974.180188757446,170.462,0.0
106,-2964.180188757446,170.31,0.0
109,-2934.180188757446,170.295,0.0
110,-2924.180188757446,170.151,0.0
111,-2914.180188757446,170.12,0.0
114,-2884.180188757446,170.059,0.0
126,-2764.180188757446,170.01,0.0
168,-2343.180188757446,169.934,0.0
169,-2333.180188757446,169.757,0.0
170,-2323.180188757446,169.657,0.0
174,-2283.180188757446,169.581,0.0
175,-2273.180188757446,169.484,0.0
198,-2042.180188757446,169.34,0.0
199,-2032.180188757446,169.179,0.0
200,-2022.180188757446,169.05,0.0
201,-2012.180188757446,168.903,0.0
204,-1982.180188757446,168.859,0.0
205,-1972.180188757446,168.764,0.0
206,-1962.180188757446,168.695,0.0
207,-1952.180188757446,168.656,0.0
208,-1942.180188757446,168.552,0.0
209,-1932.180188757446,168.457,0.0
210,-1922.180188757446,168.413,0.0
211,-1912.180188757446,168.371,0.0
212,-1902.180188757446,168.284,0.0
213,-1892.180188757446,168.179,0.0
214,-1882.180188757446,168.174,0.0
216,-1862.180188757446,168.013,0.0
217,-1852.180188757446,167.885,0.0
219,-1832.180188757446,167.84,0.0
220,-1822.180188757446,167.744,0.0
242,-1602.180188757446,167.63,0.0
245,-1572.180188757446,167.614,0.0
285,-1171.180188757446,167.603,0.0
286,-1161.180188757446,167.579,0.0
288,-1141.180188757446,167.544,0.0
289,-1131.180188757446,167.455,0.0
300,-1021.180188757446,167.38,0.0
303,-991.180188757446,167.326,0.0
307,-951.180188757446,167.296,0.0
332,-701.180188757446,167.187,0.0
333,-691.180188757446,166.992,0.0
334,-681.180188757446,166.796,0.0
335,-671.180188757446,166.614,0.0
336,-661.180188757446,166.441,0.0
337,-651.180188757446,166.276,0.0
338,-641.180188757446,166.132,0.0
341,-611.180188757446,166.101,0.0
342,-601.180188757446,165.977,0.0
343,-591.180188757446,165.88,0.0
348,-541.180188757446,165.851,0.0
349,-531.180188757446,165.759,0.0
447,437.819811242554,165.66,14365.078598195887
448,447.819811242554,165.403,38101.93853353491
449,457.819811242554,165.164,36170.2890487818
450,467.819811242554,164.924,37061.20940482074
451,477.819811242554,164.686,37483.616740110585
452,487.819811242554,164.459,36447.903552115335
453,497.819811242554,164.229,37634.301567067625
454,507.819811242554,164.008,36837.44055560431
455,517.819811242554,163.774,39717.29112827891
456,527.819811242554,163.536,41117.047175436404
457,537.819811242554,163.318,38321.9053352826
458,547.819811242554,163.082,42198.77918794173
459,557.819811242554,162.878,37092.696917216475
460,567.819811242554,162.672,38079.87034730071
461,577.819811242554,162.458,40203.44281906814
462,587.819811242554,162.254,38937.91789583268
463,597.819811242554,162.027,44006.584609567835
464,607.819811242554,161.806,43499.896958433426
465,617.819811242554,161.567,47748.91275120515
466,627.819811242554,161.328,48450.050830329186
467,637.819811242554,161.093,48326.92781975215
468,647.819811242554,160.895,41300.8606657044
469,657.819811242554,160.695,42309.654619502195
470,668.819811242554,160.493,43393.01330174104
471,678.819811242554,160.303,41374.90923179911
472,688.819811242554,160.059,53843.892938106
473,698.819811242554,159.838,49404.62981571092
474,708.819811242554,159.647,43253.34380241259
475,718.819811242554,159.441,47249.55584152884
476,728.819811242554,159.21,53647.24634628873
477,738.819811242554,158.975,55244.12468545304
478,748.819811242554,158.845,30938.688613183025
479,758.819811242554,158.807,9159.543965873781
480,768.819811242554,158.795,2930.1445162832024
481,778.819811242554,158.771,5935.840612249494
482,788.819811242554,158.748,5760.7013858552955
483,798.819811242554,158.737,2789.746385494669
484,808.819811242554,158.733,1027.1041018983008
485,818.819811242554,158.697,9357.047016578415
486,828.819811242554,158.683,3682.711643692897
487,838.819811242554,158.656,7187.136482153813
489,858.819811242554,158.651,1362.5476892284662
490,868.819811242554,158.635,4410.62980208387
491,878.819811242554,158.577,16168.787017902607
494,908.819811242554,158.472,30254.743295134307
495,918.819811242554,158.346,36678.43052474007
508,1048.819811242554,158.322,7971.064127677671
509,1058.819811242554,158.276,15420.130791586833
510,1068.819811242554,158.243,11163.958668549734
512,1088.819811242554,158.136,36859.330367538314
513,1098.819811242554,158.034,35436.213691498284
