fixIdx,time,lat,lng,alt,tickLead,tickRace,zoneIdx,legIdx,togo
30,,,,227.0,-2261.607509945884,-6136.243396850838,1,1,166.478
31,,,,253.0,-2251.607509945884,-6126.243396850838,2,1,166.467
32,,,,285.0,-2241.607509945884,-6116.243396850838,3,1,166.436
33,,,,331.0,-2231.607509945884,-6106.243396850838,4,1,166.399
34,,,,344.0,-2221.607509945884,-6096.243396850838,5,1,166.349
35,,,,356.0,-2211.607509945884,-6086.243396850838,6,1,166.312
36,,,,367.0,-2201.607509945884,-6076.243396850838,7,1,166.242
37,,,,376.0,-2191.607509945884,-6066.243396850838,8,1,166.11
38,,,,379.0,-2181.607509945884,-6056.243396850838,9,1,165.933
39,,,,392.0,-2171.607509945884,-6046.243396850838,10,1,165.83
40,,,,406.0,-2161.607509945884,-6036.243396850838,11,1,165.777
41,,,,420.0,-2151.607509945884,-6026.243396850838,12,1,165.734
42,,,,458.0,-2141.607509945884,-6016.243396850838,13,1,165.697
43,,,,500.0,-2131.607509945884,-6006.243396850838,14,1,165.679
48,,,,536.0,-2081.607509945884,-5956.243396850838,19,1,165.576
52,,,,538.0,-2041.607509945884,-5916.243396850838,23,1,165.507
55,,,,584.0,-2011.607509945884,-5886.243396850838,26,1,165.452
57,,,,611.0,-1991.607509945884,-5866.243396850838,28,1,165.407
59,,,,642.0,-1971.607509945884,-5846.243396850838,30,1,165.394
62,,,,669.0,-1941.607509945884,-5816.243396850838,33,1,165.358
63,,,,675.0,-1931.607509945884,-5806.243396850838,34,1,165.35
64,,,,677.0,-1921.607509945884,-5796.243396850838,35,1,165.316
65,,,,681.0,-1911.607509945884,-5786.243396850838,36,1,165.256
67,,,,719.0,-1891.607509945884,-5766.243396850838,38,1,165.166
68,,,,755.0,-1881.607509945884,-5756.243396850838,39,1,165.147
70,,,,817.0,-1861.607509945884,-5736.243396850838,41,1,165.111
73,,,,902.0,-1831.607509945884,-5706.243396850838,44,1,165.046
75,,,,942.0,-1811.607509945884,-5686.243396850838,46,1,165.024
77,,,,993.0,-1791.607509945884,-5666.243396850838,48,1,164.996
79,,,,1031.0,-1771.607509945884,-5646.243396850838,50,1,164.943
85,,,,1137.0,-1711.607509945884,-5586.243396850838,56,1,164.934
87,,,,1170.0,-1691.607509945884,-5566.243396850838,58,1,164.922
88,,,,1184.0,-1681.607509945884,-5556.243396850838,59,1,164.869
90,,,,1205.0,-1661.607509945884,-5536.243396850838,61,1,164.839
92,,,,1224.0,-1641.607509945884,-5516.243396850838,63,1,164.756
95,,,,1240.0,-1611.607509945884,-5486.243396850838,66,1,164.662
98,,,,1261.0,-1581.607509945884,-5456.243396850838,69,1,164.656
99,,,,1270.0,-1571.607509945884,-5446.243396850838,70,1,164.602
101,,,,1269.0,-1551.607509945884,-5426.243396850838,72,1,164.544
102,,,,1272.0,-1541.607509945884,-5416.243396850838,73,1,164.449
103,,,,1272.0,-1531.607509945884,-5406.243396850838,74,1,164.351
104,,,,1263.0,-1521.607509945884,-5396.243396850838,75,1,164.226
105,,,,1249.0,-1511.607509945884,-5386.243396850838,76,1,164.072
106,,,,1249.0,-1501.607509945884,-5376.243396850838,77,1,163.962
107,,,,1273.0,-1491.607509945884,-5366.243396850838,78,1,163.897
108,,,,1299.0,-1481.607509945884,-5356.243396850838,79,1,163.885
110,,,,1341.0,-1461.607509945884,-5336.243396850838,81,1,163.879
