fixIdx,time,lat,lng,alt,tickLead,tickRace,zoneIdx,legIdx,togo
11,,,,247.0,-2137.607509945884,-6012.243396850838,1,1,166.464
12,,,,260.0,-2132.607509945884,-6007.243396850838,2,1,166.454
17,,,,356.0,-2107.607509945884,-5982.243396850838,7,1,166.447
18,,,,376.0,-2102.607509945884,-5977.243396850838,8,1,166.418
19,,,,377.0,-2097.607509945884,-5972.243396850838,9,1,166.363
20,,,,379.0,-2092.607509945884,-5967.243396850838,10,1,166.279
21,,,,371.0,-2087.607509945884,-5962.243396850838,11,1,166.182
22,,,,379.0,-2082.607509945884,-5957.243396850838,12,1,166.09
23,,,,382.0,-2077.607509945884,-5952.243396850838,13,1,165.999
24,,,,388.0,-2072.607509945884,-5947.243396850838,14,1,165.915
25,,,,392.0,-2067.607509945884,-5942.243396850838,15,1,165.849
26,,,,398.0,-2062.607509945884,-5937.243396850838,16,1,165.799
27,,,,405.0,-2057.607509945884,-5932.243396850838,17,1,165.784
247,,,,1317.0,-953.607509945884,-4828.243396850838,237,1,165.719
248,,,,1307.0,-948.607509945884,-4823.243396850838,238,1,165.632
249,,,,1288.0,-943.607509945884,-4818.243396850838,239,1,165.543
250,,,,1276.0,-938.607509945884,-4813.243396850838,240,1,165.452
251,,,,1256.0,-933.607509945884,-4808.243396850838,241,1,165.368
252,,,,1242.0,-928.607509945884,-4803.243396850838,242,1,165.285
253,,,,1223.0,-923.607509945884,-4798.243396850838,243,1,165.199
254,,,,1205.0,-918.607509945884,-4793.243396850838,244,1,165.116
255,,,,1185.0,-913.607509945884,-4788.243396850838,245,1,165.023
256,,,,1180.0,-908.607509945884,-4783.243396850838,246,1,164.938
257,,,,1171.0,-903.607509945884,-4778.243396850838,247,1,164.823
258,,,,1189.0,-898.607509945884,-4773.243396850838,248,1,164.736
259,,,,1197.0,-893.607509945884,-4768.243396850838,249,1,164.672
263,,,,1230.0,-873.607509945884,-4748.243396850838,253,1,164.657
264,,,,1241.0,-868.607509945884,-4743.243396850838,254,1,164.651
268,,,,1279.0,-848.607509945884,-4723.243396850838,258,1,164.593
272,,,,1310.0,-828.607509945884,-4703.243396850838,262,1,164.567
273,,,,1319.0,-823.607509945884,-4698.243396850838,263,1,164.554
276,,,,1343.0,-808.607509945884,-4683.243396850838,266,1,164.545
277,,,,1345.0,-803.607509945884,-4678.243396850838,267,1,164.499
282,,,,1372.0,-778.607509945884,-4653.243396850838,272,1,164.495
286,,,,1392.0,-757.607509945884,-4632.243396850838,276,1,164.492
291,,,,1422.0,-732.607509945884,-4607.243396850838,281,1,164.453
298,,,,1450.0,-697.607509945884,-4572.243396850838,288,1,164.397
302,,,,1464.0,-677.607509945884,-4552.243396850838,292,1,164.392
303,,,,1469.0,-672.607509945884,-4547.243396850838,293,1,164.365
325,,,,1444.0,-562.607509945884,-4437.243396850838,315,1,164.329
326,,,,1435.0,-557.607509945884,-4432.243396850838,316,1,164.265
327,,,,1428.0,-552.607509945884,-4427.243396850838,317,1,164.219
328,,,,1424.0,-547.607509945884,-4422.243396850838,318,1,164.206
329,,,,1418.0,-542.607509945884,-4417.243396850838,319,1,164.186
330,,,,1411.0,-537.607509945884,-4412.243396850838,320,1,164.122
331,,,,1412.0,-532.607509945884,-4407.243396850838,321,1,164.058
332,,,,1414.0,-527.607509945884,-4402.243396850838,322,1,164.0
333,,,,1425.0,-522.607509945884,-4397.243396850838,323,1,163.939
334,,,,1439.0,-517.607509945884,-4392.243396850838,324,1,163.914
448,,,,2262.0,48.392490054116,-3826.243396850838,438,1,163.865
449,,,,2261.0,53.392490054116,-3821.243396850838,1,2,163.782
450,,,,2259.0,58.392490054116,-3816.243396850838,2,2,163.688
451,,,,2254.0,63.392490054116,-3811.243396850838,3,2,163.596
452,,,,2253.0,68.392490054116,-3806.243396850838,4,2,163.504
453,,,,2250.0,73.392490054116,-3801.243396850838,5,2,163.402
454,,,,2258.0,78.392490054116,-3796.243396850838,6,2,163.293
455,,,,2260.0,83.392490054116,-3791.243396850838,7,2,163.187
456,,,,2259.0,88.392490054116,-3786.243396850838,8,2,163.075
457,,,,2243.0,93.392490054116,-3781.243396850838,9,2,162.964
458,,,,2233.0,98.392490054116,-3776.243396850838,10,2,162.85
459,,,,2227.0,103.392490054116,-3771.243396850838,11,2,162.738
460,,,,2222.0,108.392490054116,-3766.243396850838,12,2,162.637
461,,,,2206.0,113.392490054116,-3761.243396850838,13,2,162.527
462,,,,2206.0,118.392490054116,-3756.243396850838,14,2,162.424
463,,,,2201.0,123.392490054116,-3751.243396850838,15,2,162.33
464,,,,2194.0,128.392490054116,-3746.243396850838,16,2,162.231
465,,,,2183.0,133.392490054116,-3741.243396850838,17,2,162.125
466,,,,2178.0,138.392490054116,-3736.243396850838,18,2,162.013
467,,,,2170.0,143.392490054116,-3731.243396850838,19,2,161.898
468,,,,2159.0,148.392490054116,-3726.243396850838,20,2,161.783
469,,,,2147.0,153.392490054116,-3721.243396850838,21,2,161.674
470,,,,2145.0,158.392490054116,-3716.243396850838,22,2,161.575
471,,,,2141.0,163.392490054116,-3711.243396850838,23,2,161.475
472,,,,2134.0,168.392490054116,-3706.243396850838,24,2,161.373
473,,,,2135.0,173.392490054116,-3701.243396850838,25,2,161.274
474,,,,2135.0,178.392490054116,-3696.243396850838,26,2,161.173
475,,,,2131.0,183.392490054116,-3691.243396850838,27,2,161.072
476,,,,2127.0,188.392490054116,-3686.243396850838,28,2,160.973
477,,,,2122.0,193.392490054116,-3681.243396850838,29,2,160.872
478,,,,2111.0,198.392490054116,-3676.243396850838,30,2,160.767
479,,,,2104.0,203.392490054116,-3671.243396850838,31,2,160.67
480,,,,2093.0,208.392490054116,-3666.243396850838,32,2,160.564
481,,,,2086.0,213.392490054116,-3661.243396850838,33,2,160.455
482,,,,2075.0,219.392490054116,-3655.243396850838,34,2,160.354
483,,,,2066.0,224.392490054116,-3650.243396850838,35,2,160.265
484,,,,2057.0,229.392490054116,-3645.243396850838,36,2,160.179
485,,,,2053.0,234.392490054116,-3640.243396850838,37,2,160.095
486,,,,2048.0,239.392490054116,-3635.243396850838,38,2,160.016
487,,,,2044.0,244.392490054116,-3630.243396850838,39,2,159.928
488,,,,2041.0,249.392490054116,-3625.243396850838,40,2,159.841
489,,,,2036.0,254.392490054116,-3620.243396850838,41,2,159.756
490,,,,2030.0,259.392490054116,-3615.243396850838,42,2,159.666
491,,,,2025.0,264.392490054116,-3610.243396850838,43,2,159.571
492,,,,2015.0,269.392490054116,-3605.243396850838,44,2,159.469
493,,,,2010.0,274.392490054116,-3600.243396850838,45,2,159.371
494,,,,2007.0,279.392490054116,-3595.243396850838,46,2,159.278
495,,,,2002.0,284.392490054116,-3590.243396850838,47,2,159.187
496,,,,1996.0,289.392490054116,-3585.243396850838,48,2,159.087
497,,,,1991.0,294.392490054116,-3580.243396850838,49,2,158.99
498,,,,1983.0,299.392490054116,-3575.243396850838,50,2,158.899
499,,,,1977.0,304.392490054116,-3570.243396850838,51,2,158.808
500,,,,1970.0,309.392490054116,-3565.243396850838,52,2,158.718
501,,,,1962.0,314.392490054116,-3560.243396850838,53,2,158.622
502,,,,1957.0,319.392490054116,-3555.243396850838,54,2,158.535
503,,,,1950.0,324.392490054116,-3550.243396850838,55,2,158.449
504,,,,1943.0,329.392490054116,-3545.243396850838,56,2,158.359
505,,,,1932.0,334.392490054116,-3540.243396850838,57,2,158.271
506,,,,1922.0,339.392490054116,-3535.243396850838,58,2,158.182
507,,,,1917.0,344.392490054116,-3530.243396850838,59,2,158.085
508,,,,1907.0,349.392490054116,-3525.243396850838,60,2,157.994
509,,,,1902.0,354.392490054116,-3520.243396850838,61,2,157.906
510,,,,1895.0,359.392490054116,-3515.243396850838,62,2,157.815
511,,,,1887.0,364.392490054116,-3510.243396850838,63,2,157.728
512,,,,1878.0,369.392490054116,-3505.243396850838,64,2,157.643
513,,,,1870.0,374.392490054116,-3500.243396850838,65,2,157.561
514,,,,1861.0,379.392490054116,-3495.243396850838,66,2,157.479
515,,,,1853.0,384.392490054116,-3490.243396850838,67,2,157.39
516,,,,1844.0,389.392490054116,-3485.243396850838,68,2,157.308
517,,,,1836.0,394.392490054116,-3480.243396850838,69,2,157.226
518,,,,1831.0,399.392490054116,-3475.243396850838,70,2,157.157
519,,,,1821.0,404.392490054116,-3470.243396850838,71,2,157.083
520,,,,1818.0,409.392490054116,-3465.243396850838,72,2,157.01
521,,,,1809.0,414.392490054116,-3460.243396850838,73,2,156.953
522,,,,1788.0,419.392490054116,-3455.243396850838,74,2,156.901
523,,,,1777.0,424.392490054116,-3450.243396850838,75,2,156.834
524,,,,1758.0,429.392490054116,-3445.243396850838,76,2,156.753
525,,,,1745.0,434.392490054116,-3440.243396850838,77,2,156.674
526,,,,1727.0,439.392490054116,-3435.243396850838,78,2,156.59
527,,,,1711.0,444.392490054116,-3430.243396850838,79,2,156.514
528,,,,1688.0,449.392490054116,-3425.243396850838,80,2,156.434
529,,,,1673.0,454.392490054116,-3420.243396850838,81,2,156.357
530,,,,1653.0,459.392490054116,-3415.243396850838,82,2,156.276
531,,,,1634.0,464.392490054116,-3410.243396850838,83,2,156.195
532,,,,1622.0,469.392490054116,-3405.243396850838,84,2,156.125
533,,,,1608.0,474.392490054116,-3400.243396850838,85,2,156.061
534,,,,1604.0,479.392490054116,-3395.243396850838,86,2,155.99
535,,,,1606.0,484.392490054116,-3390.243396850838,87,2,155.913
536,,,,1615.0,489.392490054116,-3385.243396850838,88,2,155.834
