fixIdx,time,lat,lng,alt,tickLead,tickRace,zoneIdx,legIdx,togo
29,,,,255.0,-1765.25180630141,-6247.264903102952,1,1,154.238
61,,,,835.0,-1444.25180630141,-5926.264903102952,33,1,154.152
62,,,,863.0,-1434.25180630141,-5916.264903102952,34,1,154.074
63,,,,893.0,-1424.25180630141,-5906.264903102952,35,1,154.044
64,,,,927.0,-1414.25180630141,-5896.264903102952,36,1,153.915
65,,,,955.0,-1404.25180630141,-5886.264903102952,37,1,153.85
66,,,,996.0,-1394.25180630141,-5876.264903102952,38,1,153.785
67,,,,1035.0,-1384.25180630141,-5866.264903102952,39,1,153.673
68,,,,1078.0,-1374.25180630141,-5856.264903102952,40,1,153.625
69,,,,1121.0,-1364.25180630141,-5846.264903102952,41,1,153.532
70,,,,1168.0,-1354.25180630141,-5836.264903102952,42,1,153.448
71,,,,1204.0,-1344.25180630141,-5826.264903102952,43,1,153.433
72,,,,1241.0,-1334.25180630141,-5816.264903102952,44,1,153.333
73,,,,1283.0,-1324.25180630141,-5806.264903102952,45,1,153.287
74,,,,1328.0,-1314.25180630141,-5796.264903102952,46,1,153.282
75,,,,1362.0,-1304.25180630141,-5786.264903102952,47,1,153.159
76,,,,1398.0,-1294.25180630141,-5776.264903102952,48,1,153.094
78,,,,1458.0,-1274.25180630141,-5756.264903102952,50,1,152.942
80,,,,1531.0,-1254.25180630141,-5736.264903102952,52,1,152.782
82,,,,1599.0,-1234.25180630141,-5716.264903102952,54,1,152.642
84,,,,1671.0,-1214.25180630141,-5696.264903102952,56,1,152.491
86,,,,1736.0,-1194.25180630141,-5676.264903102952,58,1,152.343
88,,,,1782.0,-1174.25180630141,-5656.264903102952,60,1,152.203
89,,,,1798.0,-1164.25180630141,-5646.264903102952,61,1,152.132
90,,,,1824.0,-1154.25180630141,-5636.264903102952,62,1,152.042
92,,,,1858.0,-1134.25180630141,-5616.264903102952,64,1,151.995
93,,,,1874.0,-1124.25180630141,-5606.264903102952,65,1,151.826
95,,,,1898.0,-1104.25180630141,-5586.264903102952,67,1,151.777
96,,,,1909.0,-1094.25180630141,-5576.264903102952,68,1,151.572
97,,,,1937.0,-1084.25180630141,-5566.264903102952,69,1,151.364
99,,,,1964.0,-1064.25180630141,-5546.264903102952,71,1,151.199
101,,,,2002.0,-1044.25180630141,-5526.264903102952,73,1,151.018
103,,,,2039.0,-1024.25180630141,-5506.264903102952,75,1,150.863
104,,,,2054.0,-1014.25180630141,-5496.264903102952,76,1,150.817
105,,,,2079.0,-1004.25180630141,-5486.264903102952,77,1,150.673
106,,,,2102.0,-994.25180630141,-5476.264903102952,78,1,150.556
107,,,,2113.0,-984.25180630141,-5466.264903102952,79,1,150.549
108,,,,2118.0,-974.25180630141,-5456.264903102952,80,1,150.38
109,,,,2115.0,-964.25180630141,-5446.264903102952,81,1,150.274
110,,,,2111.0,-953.25180630141,-5435.264903102952,82,1,150.268
112,,,,2115.0,-933.25180630141,-5415.264903102952,84,1,150.172
113,,,,2114.0,-923.25180630141,-5405.264903102952,85,1,150.105
114,,,,2117.0,-913.25180630141,-5395.264903102952,86,1,150.023
115,,,,2113.0,-903.25180630141,-5385.264903102952,87,1,149.842
174,,,,2055.0,-312.25180630141,-4794.264903102952,146,1,149.835
175,,,,2022.0,-302.25180630141,-4784.264903102952,147,1,149.683
176,,,,1997.0,-292.25180630141,-4774.264903102952,148,1,149.504
177,,,,2020.0,-282.25180630141,-4764.264903102952,149,1,149.331
178,,,,2073.0,-272.25180630141,-4754.264903102952,150,1,149.179
180,,,,2143.0,-252.25180630141,-4734.264903102952,152,1,149.109
181,,,,2173.0,-242.25180630141,-4724.264903102952,153,1,149.092
182,,,,2198.0,-232.25180630141,-4714.264903102952,154,1,149.043
183,,,,2208.0,-222.25180630141,-4704.264903102952,155,1,149.001
184,,,,2218.0,-212.25180630141,-4694.264903102952,156,1,148.848
186,,,,2223.0,-192.25180630141,-4674.264903102952,158,1,148.753
187,,,,2230.0,-182.25180630141,-4664.264903102952,159,1,148.644
189,,,,2204.0,-162.25180630141,-4644.264903102952,161,1,148.512
190,,,,2183.0,-152.25180630141,-4634.264903102952,162,1,148.394
191,,,,2173.0,-142.25180630141,-4624.264903102952,163,1,148.305
192,,,,2182.0,-132.25180630141,-4614.264903102952,164,1,148.206
194,,,,2194.0,-112.25180630141,-4594.264903102952,166,1,148.03
195,,,,2200.0,-102.25180630141,-4584.264903102952,167,1,148.006
196,,,,2201.0,-92.25180630141,-4574.264903102952,168,1,147.892
197,,,,2209.0,-82.25180630141,-4564.264903102952,169,1,147.704
198,,,,2201.0,-72.25180630141,-4554.264903102952,170,1,147.508
199,,,,2193.0,-62.25180630141,-4544.264903102952,171,1,147.254
200,,,,2183.0,-52.25180630141,-4534.264903102952,172,1,147.009
201,,,,2168.0,-42.25180630141,-4524.264903102952,173,1,146.778
202,,,,2154.0,-32.25180630141,-4514.264903102952,174,1,146.552
203,,,,2136.0,-22.25180630141,-4504.264903102952,175,1,146.317
204,,,,2114.0,-12.25180630141,-4494.264903102952,176,1,146.094
205,,,,2112.0,-6.25180630141,-4488.264903102952,177,1,145.968
206,,,,2109.0,-5.25180630141,-4487.264903102952,178,1,145.947
207,,,,2121.0,4.74819369859,-4477.264903102952,179,1,145.72
