fixIdx,time,lat,lng,alt,tickLead,tickRace,zoneIdx,legIdx,togo
1,,,,0.0,-2568.88094566137,-15007.19741860048,1,1,186.105
2,,,,0.0,-2541.88094566137,-14980.19741860048,2,1,186.096
915,,,,0.0,-599.88094566137,-13038.19741860048,915,1,186.09
916,,,,0.0,-596.88094566137,-13035.19741860048,916,1,186.045
917,,,,0.0,-595.88094566137,-13034.19741860048,917,1,186.03
918,,,,0.0,-594.88094566137,-13033.19741860048,918,1,186.014
919,,,,0.0,-593.88094566137,-13032.19741860048,919,1,185.999
920,,,,0.0,-588.88094566137,-13027.19741860048,920,1,185.925
921,,,,0.0,-582.88094566137,-13021.19741860048,921,1,185.823
922,,,,0.0,-578.88094566137,-13017.19741860048,922,1,185.753
923,,,,0.0,-577.88094566137,-13016.19741860048,923,1,185.738
924,,,,0.0,-576.88094566137,-13015.19741860048,924,1,185.724
925,,,,0.0,-575.88094566137,-13014.19741860048,925,1,185.709
926,,,,0.0,-572.88094566137,-13011.19741860048,926,1,185.662
927,,,,0.0,-568.88094566137,-13007.19741860048,927,1,185.616
939,,,,0.0,-536.88094566137,-12975.19741860048,939,1,185.608
940,,,,0.0,-535.88094566137,-12974.19741860048,940,1,185.593
941,,,,0.0,-531.88094566137,-12970.19741860048,941,1,185.532
942,,,,0.0,-529.88094566137,-12968.19741860048,942,1,185.497
943,,,,0.0,-527.88094566137,-12966.19741860048,943,1,185.462
944,,,,0.0,-522.88094566137,-12961.19741860048,944,1,185.398
945,,,,0.0,-521.88094566137,-12960.19741860048,945,1,185.388
946,,,,0.0,-520.88094566137,-12959.19741860048,946,1,185.381
947,,,,0.0,-519.88094566137,-12958.19741860048,947,1,185.374
948,,,,0.0,-514.88094566137,-12953.19741860048,948,1,185.33
949,,,,0.0,-513.88094566137,-12952.19741860048,949,1,185.316
950,,,,0.0,-512.88094566137,-12951.19741860048,950,1,185.299
951,,,,0.0,-511.88094566137,-12950.19741860048,951,1,185.279
952,,,,0.0,-507.88094566137,-12946.19741860048,952,1,185.212
953,,,,0.0,-506.88094566137,-12945.19741860048,953,1,185.2
954,,,,0.0,-505.88094566137,-12944.19741860048,954,1,185.189
955,,,,0.0,-502.88094566137,-12941.19741860048,955,1,185.158
956,,,,0.0,-500.88094566137,-12939.19741860048,956,1,185.132
957,,,,0.0,-499.88094566137,-12938.19741860048,957,1,185.118
958,,,,0.0,-498.88094566137,-12937.19741860048,958,1,185.105
959,,,,0.0,-497.88094566137,-12936.19741860048,959,1,185.092
960,,,,0.0,-496.88094566137,-12935.19741860048,960,1,185.079
961,,,,0.0,-495.88094566137,-12934.19741860048,961,1,185.067
962,,,,0.0,-493.88094566137,-12932.19741860048,962,1,185.045
963,,,,0.0,-492.88094566137,-12931.19741860048,963,1,185.034
964,,,,0.0,-489.88094566137,-12928.19741860048,964,1,185.014
965,,,,0.0,-488.88094566137,-12927.19741860048,965,1,185.013
966,,,,0.0,-486.88094566137,-12925.19741860048,966,1,185.011
967,,,,0.0,-483.88094566137,-12922.19741860048,967,1,185.003
968,,,,0.0,-482.88094566137,-12921.19741860048,968,1,184.996
969,,,,0.0,-481.88094566137,-12920.19741860048,969,1,184.989
970,,,,0.0,-480.88094566137,-12919.19741860048,970,1,184.98
971,,,,0.0,-479.88094566137,-12918.19741860048,971,1,184.969
972,,,,0.0,-478.88094566137,-12917.19741860048,972,1,184.954
973,,,,0.0,-477.88094566137,-12916.19741860048,973,1,184.938
974,,,,0.0,-472.88094566137,-12911.19741860048,974,1,184.845
975,,,,0.0,-471.88094566137,-12910.19741860048,975,1,184.827
976,,,,0.0,-468.88094566137,-12907.19741860048,976,1,184.773
977,,,,0.0,-466.88094566137,-12905.19741860048,977,1,184.736
978,,,,0.0,-464.88094566137,-12903.19741860048,978,1,184.706
979,,,,0.0,-462.88094566137,-12901.19741860048,979,1,184.677
980,,,,0.0,-460.88094566137,-12899.19741860048,980,1,184.652
981,,,,0.0,-457.88094566137,-12896.19741860048,981,1,184.621
982,,,,0.0,-455.88094566137,-12894.19741860048,982,1,184.601
983,,,,0.0,-454.88094566137,-12893.19741860048,983,1,184.59
984,,,,0.0,-451.88094566137,-12890.19741860048,984,1,184.554
985,,,,0.0,-446.88094566137,-12885.19741860048,985,1,184.502
986,,,,0.0,-443.88094566137,-12882.19741860048,986,1,184.466
987,,,,0.0,-441.88094566137,-12880.19741860048,987,1,184.441
988,,,,0.0,-438.88094566137,-12877.19741860048,988,1,184.403
989,,,,0.0,-436.88094566137,-12875.19741860048,989,1,184.376
990,,,,0.0,-434.88094566137,-12873.19741860048,990,1,184.347
991,,,,0.0,-431.88094566137,-12870.19741860048,991,1,184.303
992,,,,0.0,-430.88094566137,-12869.19741860048,992,1,184.29
993,,,,0.0,-429.88094566137,-12868.19741860048,993,1,184.276
994,,,,0.0,-427.88094566137,-12866.19741860048,994,1,184.247
995,,,,0.0,-425.88094566137,-12864.19741860048,995,1,184.216
996,,,,0.0,-423.88094566137,-12862.19741860048,996,1,184.183
997,,,,0.0,-422.88094566137,-12861.19741860048,997,1,184.165
998,,,,0.0,-421.88094566137,-12860.19741860048,998,1,184.148
999,,,,0.0,-418.88094566137,-12857.19741860048,999,1,184.095
1000,,,,0.0,-414.88094566137,-12853.19741860048,1000,1,184.023
1001,,,,0.0,-411.88094566137,-12850.19741860048,1001,1,183.966
1002,,,,0.0,-409.88094566137,-12848.19741860048,1002,1,183.928
1003,,,,0.0,-407.88094566137,-12846.19741860048,1003,1,183.893
1004,,,,0.0,-405.88094566137,-12844.19741860048,1004,1,183.858
1005,,,,0.0,-403.88094566137,-12842.19741860048,1005,1,183.824
1006,,,,0.0,-402.88094566137,-12841.19741860048,1006,1,183.806
1007,,,,0.0,-400.88094566137,-12839.19741860048,1007,1,183.769
1008,,,,0.0,-397.88094566137,-12836.19741860048,1008,1,183.717
1009,,,,0.0,-395.88094566137,-12834.19741860048,1009,1,183.682
1010,,,,0.0,-393.88094566137,-12832.19741860048,1010,1,183.647
1011,,,,0.0,-392.88094566137,-12831.19741860048,1011,1,183.629
1012,,,,0.0,-391.88094566137,-12830.19741860048,1012,1,183.609
1013,,,,0.0,-389.88094566137,-12828.19741860048,1013,1,183.573
1014,,,,0.0,-386.88094566137,-12825.19741860048,1014,1,183.522
1015,,,,0.0,-385.88094566137,-12824.19741860048,1015,1,183.505
1016,,,,0.0,-383.88094566137,-12822.19741860048,1016,1,183.471
1017,,,,0.0,-381.88094566137,-12820.19741860048,1017,1,183.436
1018,,,,0.0,-379.88094566137,-12818.19741860048,1018,1,183.402
1019,,,,0.0,-377.88094566137,-12816.19741860048,1019,1,183.367
1020,,,,0.0,-375.88094566137,-12814.19741860048,1020,1,183.334
1021,,,,0.0,-372.88094566137,-12811.19741860048,1021,1,183.279
1022,,,,0.0,-370.88094566137,-12809.19741860048,1022,1,183.239
1023,,,,0.0,-368.88094566137,-12807.19741860048,1023,1,183.2
1024,,,,0.0,-365.88094566137,-12804.19741860048,1024,1,183.14
1025,,,,0.0,-364.88094566137,-12803.19741860048,1025,1,183.119
1026,,,,0.0,-363.88094566137,-12802.19741860048,1026,1,183.099
1027,,,,0.0,-361.88094566137,-12800.19741860048,1027,1,183.06
1028,,,,0.0,-359.88094566137,-12798.19741860048,1028,1,183.024
1029,,,,0.0,-357.88094566137,-12796.19741860048,1029,1,182.991
1030,,,,0.0,-352.88094566137,-12791.19741860048,1030,1,182.898
1031,,,,0.0,-349.88094566137,-12788.19741860048,1031,1,182.842
1032,,,,0.0,-348.88094566137,-12787.19741860048,1032,1,182.823
1033,,,,0.0,-346.88094566137,-12785.19741860048,1033,1,182.785
1034,,,,0.0,-338.88094566137,-12777.19741860048,1034,1,182.642
1035,,,,0.0,-334.88094566137,-12773.19741860048,1035,1,182.577
1036,,,,0.0,-333.88094566137,-12772.19741860048,1036,1,182.56
1037,,,,0.0,-332.88094566137,-12771.19741860048,1037,1,182.543
1038,,,,0.0,-329.88094566137,-12768.19741860048,1038,1,182.503
1039,,,,0.0,-328.88094566137,-12767.19741860048,1039,1,182.494
1040,,,,0.0,-326.88094566137,-12765.19741860048,1040,1,182.483
1041,,,,0.0,-324.88094566137,-12763.19741860048,1041,1,182.474
1042,,,,0.0,-322.88094566137,-12761.19741860048,1042,1,182.468
1048,,,,0.0,-309.88094566137,-12748.19741860048,1048,1,182.445
1049,,,,0.0,-308.88094566137,-12747.19741860048,1049,1,182.432
1050,,,,0.0,-306.88094566137,-12745.19741860048,1050,1,182.401
1051,,,,0.0,-305.88094566137,-12744.19741860048,1051,1,182.387
1052,,,,0.0,-301.88094566137,-12740.19741860048,1052,1,182.326
1053,,,,0.0,-299.88094566137,-12738.19741860048,1053,1,182.297
1054,,,,0.0,-298.88094566137,-12737.19741860048,1054,1,182.282
1055,,,,0.0,-294.88094566137,-12733.19741860048,1055,1,182.237
1056,,,,0.0,-291.88094566137,-12730.19741860048,1056,1,182.207
1057,,,,0.0,-289.88094566137,-12728.19741860048,1057,1,182.182
1058,,,,0.0,-287.88094566137,-12726.19741860048,1058,1,182.157
1059,,,,0.0,-285.88094566137,-12724.19741860048,1059,1,182.127
1060,,,,0.0,-283.88094566137,-12722.19741860048,1060,1,182.094
1061,,,,0.0,-281.88094566137,-12720.19741860048,1061,1,182.059
1062,,,,0.0,-280.88094566137,-12719.19741860048,1062,1,182.042
1063,,,,0.0,-277.88094566137,-12716.19741860048,1063,1,181.989
1064,,,,0.0,-273.88094566137,-12712.19741860048,1064,1,181.925
1065,,,,0.0,-271.88094566137,-12710.19741860048,1065,1,181.895
1066,,,,0.0,-267.88094566137,-12706.19741860048,1066,1,181.836
1067,,,,0.0,-265.88094566137,-12704.19741860048,1067,1,181.804
1068,,,,0.0,-263.88094566137,-12702.19741860048,1068,1,181.773
