fixIdx,time,lat,lng,alt,tickLead,tickRace,zoneIdx,legIdx,togo
1,,,,300.0,122.775773883225,-18970.738839691185,1,0,389.074
2,,,,300.0,152.775773883225,-18940.738839691185,2,0,389.073
134,,,,917.0,668.775773883225,-18424.738839691185,112,1,389.066
135,,,,928.0,670.775773883225,-18422.738839691185,113,1,389.018
136,,,,929.0,672.775773883225,-18420.738839691185,114,1,388.973
137,,,,928.0,674.775773883225,-18418.738839691185,115,1,388.943
142,,,,937.0,684.775773883225,-18408.738839691185,120,1,388.912
143,,,,939.0,686.775773883225,-18406.738839691185,121,1,388.873
144,,,,938.0,688.775773883225,-18404.738839691185,122,1,388.833
145,,,,938.0,690.775773883225,-18402.738839691185,123,1,388.798
146,,,,940.0,692.775773883225,-18400.738839691185,124,1,388.774
147,,,,943.0,694.775773883225,-18398.738839691185,125,1,388.767
153,,,,955.0,706.775773883225,-18386.738839691185,131,1,388.766
154,,,,956.0,708.775773883225,-18384.738839691185,132,1,388.729
155,,,,958.0,710.775773883225,-18382.738839691185,133,1,388.701
156,,,,962.0,712.775773883225,-18380.738839691185,134,1,388.683
157,,,,966.0,714.775773883225,-18378.738839691185,135,1,388.673
162,,,,974.0,724.775773883225,-18368.738839691185,140,1,388.639
163,,,,975.0,726.775773883225,-18366.738839691185,141,1,388.624
170,,,,1025.0,740.775773883225,-18352.738839691185,148,1,388.609
171,,,,1035.0,742.775773883225,-18350.738839691185,149,1,388.599
175,,,,1059.0,750.775773883225,-18342.738839691185,153,1,388.571
176,,,,1068.0,752.775773883225,-18340.738839691185,154,1,388.539
177,,,,1073.0,754.775773883225,-18338.738839691185,155,1,388.529
181,,,,1096.0,762.775773883225,-18330.738839691185,159,1,388.519
182,,,,1103.0,764.775773883225,-18328.738839691185,160,1,388.478
183,,,,1111.0,766.775773883225,-18326.738839691185,161,1,388.458
188,,,,1137.0,776.775773883225,-18316.738839691185,166,1,388.428
189,,,,1141.0,778.775773883225,-18314.738839691185,167,1,388.403
195,,,,1163.0,790.775773883225,-18302.738839691185,173,1,388.402
