fixIdx,time,lat,lng,alt,tickLead,tickRace,zoneIdx,legIdx,togo
1,,,,260.0,-515.25180630141,-4997.264903102952,1,0,154.265
204,,,,438.0,-311.25180630141,-4793.264903102952,172,1,154.26
205,,,,437.0,-310.25180630141,-4792.264903102952,173,1,154.255
206,,,,436.0,-309.25180630141,-4791.264903102952,174,1,154.254
207,,,,436.0,-308.25180630141,-4790.264903102952,175,1,154.253
218,,,,431.0,-297.25180630141,-4779.264903102952,186,1,154.247
219,,,,431.0,-296.25180630141,-4778.264903102952,187,1,154.226
220,,,,431.0,-295.25180630141,-4777.264903102952,188,1,154.203
221,,,,429.0,-294.25180630141,-4776.264903102952,189,1,154.18
222,,,,428.0,-293.25180630141,-4775.264903102952,190,1,154.16
223,,,,427.0,-292.25180630141,-4774.264903102952,191,1,154.139
224,,,,426.0,-291.25180630141,-4773.264903102952,192,1,154.119
225,,,,425.0,-290.25180630141,-4772.264903102952,193,1,154.105
226,,,,422.0,-289.25180630141,-4771.264903102952,194,1,154.091
227,,,,420.0,-288.25180630141,-4770.264903102952,195,1,154.08
228,,,,419.0,-287.25180630141,-4769.264903102952,196,1,154.074
229,,,,417.0,-286.25180630141,-4768.264903102952,197,1,154.07
230,,,,413.0,-285.25180630141,-4767.264903102952,198,1,154.066
258,,,,409.0,-256.25180630141,-4738.264903102952,226,1,154.043
259,,,,411.0,-255.25180630141,-4737.264903102952,227,1,154.024
260,,,,414.0,-254.25180630141,-4736.264903102952,228,1,154.008
261,,,,415.0,-253.25180630141,-4735.264903102952,229,1,153.993
262,,,,414.0,-252.25180630141,-4734.264903102952,230,1,153.984
268,,,,414.0,-246.25180630141,-4728.264903102952,236,1,153.975
269,,,,413.0,-245.25180630141,-4727.264903102952,237,1,153.957
270,,,,413.0,-244.25180630141,-4726.264903102952,238,1,153.935
271,,,,416.0,-243.25180630141,-4725.264903102952,239,1,153.917
272,,,,418.0,-242.25180630141,-4724.264903102952,240,1,153.902
273,,,,419.0,-241.25180630141,-4723.264903102952,241,1,153.889
274,,,,419.0,-240.25180630141,-4722.264903102952,242,1,153.88
275,,,,418.0,-239.25180630141,-4721.264903102952,243,1,153.875
276,,,,416.0,-238.25180630141,-4720.264903102952,244,1,153.874
299,,,,433.0,-215.25180630141,-4697.264903102952,267,1,153.861
300,,,,432.0,-214.25180630141,-4696.264903102952,268,1,153.842
301,,,,431.0,-213.25180630141,-4695.264903102952,269,1,153.826
302,,,,432.0,-212.25180630141,-4694.264903102952,270,1,153.814
303,,,,437.0,-211.25180630141,-4693.264903102952,271,1,153.807
304,,,,438.0,-210.25180630141,-4692.264903102952,272,1,153.805
311,,,,446.0,-203.25180630141,-4685.264903102952,279,1,153.802
312,,,,447.0,-202.25180630141,-4684.264903102952,280,1,153.785
313,,,,448.0,-201.25180630141,-4683.264903102952,281,1,153.764
314,,,,451.0,-200.25180630141,-4682.264903102952,282,1,153.747
315,,,,453.0,-199.25180630141,-4681.264903102952,283,1,153.74
322,,,,462.0,-192.25180630141,-4674.264903102952,290,1,153.723
323,,,,465.0,-191.25180630141,-4673.264903102952,291,1,153.701
324,,,,470.0,-190.25180630141,-4672.264903102952,292,1,153.687
325,,,,472.0,-189.25180630141,-4671.264903102952,293,1,153.681
332,,,,481.0,-182.25180630141,-4664.264903102952,300,1,153.665
333,,,,486.0,-181.25180630141,-4663.264903102952,301,1,153.645
334,,,,489.0,-180.25180630141,-4662.264903102952,302,1,153.634
340,,,,502.0,-174.25180630141,-4656.264903102952,308,1,153.633
341,,,,505.0,-173.25180630141,-4655.264903102952,309,1,153.615
342,,,,506.0,-172.25180630141,-4654.264903102952,310,1,153.595
343,,,,507.0,-171.25180630141,-4653.264903102952,311,1,153.582
344,,,,509.0,-170.25180630141,-4652.264903102952,312,1,153.575
350,,,,520.0,-164.25180630141,-4646.264903102952,318,1,153.562
351,,,,524.0,-163.25180630141,-4645.264903102952,319,1,153.54
352,,,,526.0,-162.25180630141,-4644.264903102952,320,1,153.523
353,,,,527.0,-161.25180630141,-4643.264903102952,321,1,153.514
360,,,,545.0,-154.25180630141,-4636.264903102952,328,1,153.5
361,,,,549.0,-153.25180630141,-4635.264903102952,329,1,153.479
362,,,,551.0,-152.25180630141,-4634.264903102952,330,1,153.46
363,,,,550.0,-151.25180630141,-4633.264903102952,331,1,153.445
364,,,,551.0,-150.25180630141,-4632.264903102952,332,1,153.44
371,,,,574.0,-143.25180630141,-4625.264903102952,339,1,153.421
372,,,,578.0,-142.25180630141,-4624.264903102952,340,1,153.4
373,,,,581.0,-141.25180630141,-4623.264903102952,341,1,153.383
374,,,,582.0,-140.25180630141,-4622.264903102952,342,1,153.375
381,,,,607.0,-133.25180630141,-4615.264903102952,349,1,153.355
382,,,,610.0,-132.25180630141,-4614.264903102952,350,1,153.332
383,,,,613.0,-131.25180630141,-4613.264903102952,351,1,153.316
384,,,,618.0,-130.25180630141,-4612.264903102952,352,1,153.305
385,,,,621.0,-129.25180630141,-4611.264903102952,353,1,153.303
391,,,,637.0,-123.25180630141,-4605.264903102952,359,1,153.298
392,,,,643.0,-122.25180630141,-4604.264903102952,360,1,153.274
393,,,,648.0,-121.25180630141,-4603.264903102952,361,1,153.253
394,,,,651.0,-120.25180630141,-4602.264903102952,362,1,153.237
395,,,,655.0,-119.25180630141,-4601.264903102952,363,1,153.232
401,,,,674.0,-113.25180630141,-4595.264903102952,369,1,153.227
