fixIdx,tickLead,togo,area
11,-2155.25180630141,154.498,0.0
45,-1985.25180630141,154.436,0.0
46,-1980.25180630141,154.348,0.0
47,-1974.25180630141,154.283,0.0
48,-1969.25180630141,154.248,0.0
115,-1634.25180630141,154.232,0.0
116,-1629.25180630141,154.188,0.0
118,-1619.25180630141,154.158,0.0
119,-1614.25180630141,154.06,0.0
120,-1609.25180630141,154.047,0.0
121,-1604.25180630141,154.026,0.0
122,-1599.25180630141,153.921,0.0
123,-1594.25180630141,153.854,0.0
124,-1589.25180630141,153.851,0.0
125,-1584.25180630141,153.781,0.0
126,-1579.25180630141,153.751,0.0
127,-1574.25180630141,153.731,0.0
128,-1569.25180630141,153.641,0.0
129,-1564.25180630141,153.626,0.0
130,-1559.25180630141,153.607,0.0
131,-1554.25180630141,153.516,0.0
132,-1549.25180630141,153.463,0.0
134,-1539.25180630141,153.432,0.0
135,-1534.25180630141,153.357,0.0
137,-1524.25180630141,153.292,0.0
138,-1519.25180630141,153.199,0.0
139,-1514.25180630141,153.181,0.0
142,-1499.25180630141,153.114,0.0
144,-1489.25180630141,153.044,0.0
145,-1484.25180630141,153.027,0.0
146,-1479.25180630141,153.006,0.0
147,-1474.25180630141,152.924,0.0
149,-1464.25180630141,152.889,0.0
150,-1459.25180630141,152.8,0.0
151,-1454.25180630141,152.783,0.0
153,-1444.25180630141,152.735,0.0
154,-1439.25180630141,152.68,0.0
156,-1428.25180630141,152.595,0.0
157,-1423.25180630141,152.537,0.0
159,-1413.25180630141,152.496,0.0
160,-1408.25180630141,152.389,0.0
161,-1403.25180630141,152.356,0.0
162,-1398.25180630141,152.35,0.0
163,-1393.25180630141,152.261,0.0
164,-1388.25180630141,152.186,0.0
167,-1373.25180630141,152.112,0.0
168,-1368.25180630141,152.055,0.0
172,-1348.25180630141,151.965,0.0
175,-1333.25180630141,151.906,0.0
176,-1328.25180630141,151.814,0.0
178,-1318.25180630141,151.797,0.0
179,-1313.25180630141,151.713,0.0
180,-1308.25180630141,151.607,0.0
181,-1303.25180630141,151.597,0.0
183,-1293.25180630141,151.593,0.0
184,-1288.25180630141,151.505,0.0
185,-1283.25180630141,151.404,0.0
186,-1278.25180630141,151.392,0.0
188,-1268.25180630141,151.326,0.0
189,-1263.25180630141,151.203,0.0
190,-1258.25180630141,151.096,0.0
191,-1253.25180630141,151.077,0.0
193,-1243.25180630141,151.068,0.0
194,-1238.25180630141,151.032,0.0
195,-1233.25180630141,151.014,0.0
196,-1228.25180630141,150.985,0.0
197,-1223.25180630141,150.92,0.0
198,-1218.25180630141,150.831,0.0
199,-1213.25180630141,150.713,0.0
200,-1208.25180630141,150.619,0.0
201,-1203.25180630141,150.578,0.0
242,-998.25180630141,150.529,0.0
243,-993.25180630141,150.507,0.0
246,-978.25180630141,150.446,0.0
247,-973.25180630141,150.382,0.0
249,-963.25180630141,150.376,0.0
250,-958.25180630141,150.272,0.0
251,-953.25180630141,150.263,0.0
253,-943.25180630141,150.191,0.0
254,-938.25180630141,150.098,0.0
258,-918.25180630141,150.089,0.0
259,-913.25180630141,150.061,0.0
261,-903.25180630141,150.049,0.0
262,-898.25180630141,149.957,0.0
263,-893.25180630141,149.953,0.0
264,-888.25180630141,149.937,0.0
265,-883.25180630141,149.854,0.0
267,-873.25180630141,149.802,0.0
268,-868.25180630141,149.724,0.0
270,-858.25180630141,149.693,0.0
271,-853.25180630141,149.6,0.0
275,-832.25180630141,149.526,0.0
276,-827.25180630141,149.486,0.0
279,-812.25180630141,149.428,0.0
280,-807.25180630141,149.349,0.0
284,-787.25180630141,149.258,0.0
285,-782.25180630141,149.227,0.0
290,-757.25180630141,149.187,0.0
307,-672.25180630141,149.111,0.0
308,-667.25180630141,149.014,0.0
309,-662.25180630141,148.939,0.0
310,-657.25180630141,148.917,0.0
314,-637.25180630141,148.852,0.0
315,-632.25180630141,148.744,0.0
316,-627.25180630141,148.649,0.0
317,-622.25180630141,148.588,0.0
410,-157.25180630141,148.578,0.0
411,-152.25180630141,148.498,0.0
412,-147.25180630141,148.404,0.0
413,-142.25180630141,148.309,0.0
414,-136.25180630141,148.303,0.0
415,-131.25180630141,148.278,0.0
416,-126.25180630141,148.18,0.0
417,-121.25180630141,148.173,0.0
418,-116.25180630141,148.171,0.0
419,-111.25180630141,148.072,0.0
420,-106.25180630141,147.951,0.0
421,-101.25180630141,147.836,0.0
422,-96.25180630141,147.738,0.0
423,-91.25180630141,147.623,0.0
424,-86.25180630141,147.499,0.0
425,-81.25180630141,147.378,0.0
426,-76.25180630141,147.272,0.0
427,-71.25180630141,147.146,0.0
428,-66.25180630141,147.024,0.0
429,-61.25180630141,146.895,0.0
430,-56.25180630141,146.758,0.0
431,-51.25180630141,146.638,0.0
432,-46.25180630141,146.525,0.0
433,-41.25180630141,146.404,0.0
434,-36.25180630141,146.279,0.0
435,-31.25180630141,146.158,0.0
436,-26.25180630141,146.053,0.0
437,-21.25180630141,145.951,0.0
