fixIdx,tickLead,togo,area
89,-1437.25180630141,154.222,0.0
266,-906.25180630141,154.218,0.0
271,-891.25180630141,154.181,0.0
272,-888.25180630141,154.118,0.0
273,-885.25180630141,154.073,0.0
278,-870.25180630141,154.05,0.0
279,-867.25180630141,153.991,0.0
280,-864.25180630141,153.938,0.0
281,-861.25180630141,153.92,0.0
287,-843.25180630141,153.894,0.0
288,-840.25180630141,153.838,0.0
289,-837.25180630141,153.83,0.0
292,-828.25180630141,153.804,0.0
293,-825.25180630141,153.756,0.0
297,-813.25180630141,153.727,0.0
298,-810.25180630141,153.683,0.0
303,-795.25180630141,153.626,0.0
304,-792.25180630141,153.562,0.0
305,-789.25180630141,153.51,0.0
306,-786.25180630141,153.502,0.0
310,-774.25180630141,153.456,0.0
311,-771.25180630141,153.439,0.0
315,-759.25180630141,153.387,0.0
316,-756.25180630141,153.33,0.0
317,-753.25180630141,153.32,0.0
321,-741.25180630141,153.271,0.0
322,-738.25180630141,153.205,0.0
323,-735.25180630141,153.15,0.0
324,-732.25180630141,153.126,0.0
325,-729.25180630141,153.122,0.0
329,-717.25180630141,153.115,0.0
330,-714.25180630141,153.068,0.0
331,-711.25180630141,153.004,0.0
332,-708.25180630141,152.948,0.0
333,-705.25180630141,152.925,0.0
337,-693.25180630141,152.896,0.0
338,-690.25180630141,152.833,0.0
339,-687.25180630141,152.771,0.0
340,-684.25180630141,152.711,0.0
341,-681.25180630141,152.67,0.0
344,-672.25180630141,152.645,0.0
345,-669.25180630141,152.579,0.0
346,-666.25180630141,152.541,0.0
351,-651.25180630141,152.499,0.0
352,-648.25180630141,152.429,0.0
353,-645.25180630141,152.397,0.0
355,-639.25180630141,152.373,0.0
356,-636.25180630141,152.315,0.0
359,-627.25180630141,152.283,0.0
360,-624.25180630141,152.216,0.0
361,-621.25180630141,152.168,0.0
362,-618.25180630141,152.164,0.0
366,-606.25180630141,152.136,0.0
367,-603.25180630141,152.073,0.0
368,-600.25180630141,152.034,0.0
