fixIdx,tickLead,togo,area
7,647.74819369859,154.201,0.0
51,888.74819369859,154.196,0.0
52,891.74819369859,154.161,0.0
53,894.74819369859,154.132,0.0
54,897.74819369859,154.111,0.0
55,900.74819369859,154.092,0.0
56,903.74819369859,154.079,0.0
57,906.74819369859,154.072,0.0
58,909.74819369859,154.064,0.0
59,912.74819369859,154.056,0.0
60,915.74819369859,154.05,0.0
61,918.74819369859,154.048,0.0
168,1240.74819369859,154.009,0.0
169,1243.74819369859,153.972,0.0
170,1246.74819369859,153.935,0.0
171,1249.74819369859,153.907,0.0
172,1252.74819369859,153.879,0.0
173,1255.74819369859,153.85,0.0
174,1258.74819369859,153.819,0.0
175,1261.74819369859,153.807,0.0
180,1276.74819369859,153.776,0.0
181,1279.74819369859,153.752,0.0
184,1289.74819369859,153.719,0.0
185,1292.74819369859,153.703,0.0
187,1298.74819369859,153.699,0.0
188,1301.74819369859,153.66,0.0
189,1304.74819369859,153.649,0.0
190,1307.74819369859,153.646,0.0
191,1310.74819369859,153.608,0.0
192,1313.74819369859,153.585,0.0
194,1319.74819369859,153.58,0.0
195,1322.74819369859,153.537,0.0
196,1325.74819369859,153.521,0.0
199,1334.74819369859,153.49,0.0
200,1337.74819369859,153.483,0.0
201,1340.74819369859,153.478,0.0
202,1343.74819369859,153.436,0.0
203,1346.74819369859,153.412,0.0
204,1349.74819369859,153.41,0.0
205,1352.74819369859,153.374,0.0
206,1355.74819369859,153.346,0.0
208,1361.74819369859,153.32,0.0
209,1364.74819369859,153.291,0.0
210,1367.74819369859,153.29,0.0
211,1370.74819369859,153.264,0.0
212,1373.74819369859,153.223,0.0
213,1376.74819369859,153.217,0.0
214,1379.74819369859,153.194,0.0
215,1382.74819369859,153.16,0.0
216,1385.74819369859,153.159,0.0
217,1388.74819369859,153.14,0.0
218,1391.74819369859,153.118,0.0
219,1394.74819369859,153.116,0.0
220,1397.74819369859,153.085,0.0
221,1400.74819369859,153.053,0.0
223,1406.74819369859,153.04,0.0
224,1409.74819369859,152.996,0.0
225,1412.74819369859,152.978,0.0
226,1415.74819369859,152.969,0.0
227,1418.74819369859,152.933,0.0
228,1421.74819369859,152.919,0.0
229,1424.74819369859,152.905,0.0
230,1427.74819369859,152.864,0.0
231,1430.74819369859,152.852,0.0
232,1433.74819369859,152.836,0.0
233,1436.74819369859,152.803,0.0
235,1442.74819369859,152.793,0.0
236,1445.74819369859,152.757,0.0
237,1448.74819369859,152.749,0.0
240,1457.74819369859,152.707,0.0
241,1460.74819369859,152.689,0.0
244,1469.74819369859,152.631,0.0
245,1472.74819369859,152.61,0.0
248,1481.74819369859,152.563,0.0
249,1484.74819369859,152.528,0.0
253,1496.74819369859,152.492,0.0
254,1499.74819369859,152.458,0.0
257,1508.74819369859,152.426,0.0
258,1511.74819369859,152.384,0.0
259,1514.74819369859,152.38,0.0
261,1520.74819369859,152.361,0.0
262,1523.74819369859,152.312,0.0
263,1526.74819369859,152.297,0.0
266,1535.74819369859,152.267,0.0
267,1538.74819369859,152.25,0.0
270,1547.74819369859,152.215,0.0
271,1550.74819369859,152.186,0.0
274,1559.74819369859,152.145,0.0
275,1563.74819369859,152.131,0.0
278,1572.74819369859,152.097,0.0
279,1575.74819369859,152.074,0.0
280,1578.74819369859,152.073,0.0
281,1581.74819369859,152.051,0.0
282,1584.74819369859,152.0,0.0
283,1587.74819369859,151.967,0.0
287,1599.74819369859,151.917,0.0
288,1602.74819369859,151.857,0.0
289,1605.74819369859,151.801,0.0
290,1608.74819369859,151.75,0.0
291,1611.74819369859,151.716,0.0
292,1614.74819369859,151.687,0.0
293,1617.74819369859,151.681,0.0
297,1629.74819369859,151.666,0.0
298,1632.74819369859,151.649,0.0
300,1638.74819369859,151.645,0.0
301,1641.74819369859,151.601,0.0
302,1644.74819369859,151.574,0.0
305,1653.74819369859,151.535,0.0
306,1656.74819369859,151.494,0.0
307,1659.74819369859,151.492,0.0
309,1665.74819369859,151.486,0.0
310,1668.74819369859,151.437,0.0
311,1671.74819369859,151.409,0.0
313,1677.74819369859,151.405,0.0
314,1680.74819369859,151.356,0.0
315,1683.74819369859,151.302,0.0
316,1686.74819369859,151.283,0.0
320,1698.74819369859,151.273,0.0
321,1701.74819369859,151.217,0.0
322,1704.74819369859,151.188,0.0
325,1713.74819369859,151.154,0.0
326,1716.74819369859,151.104,0.0
