fixIdx,tickLead,togo,area
1,-4033.607509945884,166.478,0.0
2,-4003.607509945884,166.474,0.0
11,-3731.607509945884,166.426,0.0
12,-3728.607509945884,166.415,0.0
13,-3724.607509945884,166.399,0.0
14,-3721.607509945884,166.38,0.0
15,-3718.607509945884,166.36,0.0
16,-3715.607509945884,166.341,0.0
17,-3712.607509945884,166.337,0.0
18,-3709.607509945884,166.336,0.0
19,-3706.607509945884,166.333,0.0
20,-3703.607509945884,166.324,0.0
21,-3700.607509945884,166.303,0.0
22,-3697.607509945884,166.281,0.0
23,-3694.607509945884,166.263,0.0
24,-3691.607509945884,166.242,0.0
25,-3688.607509945884,166.227,0.0
26,-3685.607509945884,166.216,0.0
27,-3682.607509945884,166.212,0.0
28,-3679.607509945884,166.199,0.0
29,-3676.607509945884,166.188,0.0
30,-3673.607509945884,166.179,0.0
31,-3670.607509945884,166.153,0.0
32,-3667.607509945884,166.104,0.0
33,-3664.607509945884,166.06,0.0
38,-3649.607509945884,166.054,0.0
39,-3646.607509945884,166.032,0.0
43,-3634.607509945884,166.014,0.0
44,-3631.607509945884,166.012,0.0
48,-3618.607509945884,165.986,0.0
49,-3615.607509945884,165.979,0.0
52,-3606.607509945884,165.958,0.0
53,-3603.607509945884,165.945,0.0
57,-3591.607509945884,165.917,0.0
61,-3579.607509945884,165.906,0.0
62,-3576.607509945884,165.868,0.0
68,-3558.607509945884,165.865,0.0
72,-3546.607509945884,165.833,0.0
77,-3531.607509945884,165.828,0.0
78,-3528.607509945884,165.802,0.0
88,-3497.607509945884,165.784,0.0
89,-3494.607509945884,165.752,0.0
94,-3479.607509945884,165.743,0.0
95,-3476.607509945884,165.711,0.0
101,-3458.607509945884,165.67,0.0
102,-3455.607509945884,165.656,0.0
119,-3404.607509945884,165.614,0.0
120,-3400.607509945884,165.564,0.0
134,-3358.607509945884,165.561,0.0
135,-3355.607509945884,165.494,0.0
136,-3352.607509945884,165.45,0.0
137,-3349.607509945884,165.437,0.0
138,-3346.607509945884,165.426,0.0
139,-3343.607509945884,165.411,0.0
140,-3340.607509945884,165.394,0.0
141,-3337.607509945884,165.38,0.0
142,-3334.607509945884,165.364,0.0
143,-3331.607509945884,165.335,0.0
144,-3328.607509945884,165.299,0.0
145,-3325.607509945884,165.266,0.0
146,-3322.607509945884,165.239,0.0
147,-3319.607509945884,165.206,0.0
148,-3316.607509945884,165.172,0.0
149,-3313.607509945884,165.142,0.0
150,-3310.607509945884,165.11,0.0
151,-3307.607509945884,165.068,0.0
152,-3304.607509945884,165.028,0.0
153,-3300.607509945884,164.994,0.0
154,-3297.607509945884,164.967,0.0
155,-3294.607509945884,164.939,0.0
156,-3291.607509945884,164.911,0.0
157,-3288.607509945884,164.88,0.0
158,-3285.607509945884,164.848,0.0
159,-3282.607509945884,164.823,0.0
160,-3279.607509945884,164.799,0.0
161,-3276.607509945884,164.763,0.0
162,-3273.607509945884,164.724,0.0
182,-3213.607509945884,164.715,0.0
183,-3210.607509945884,164.701,0.0
187,-3197.607509945884,164.677,0.0
192,-3182.607509945884,164.645,0.0
197,-3167.607509945884,164.633,0.0
202,-3152.607509945884,164.626,0.0
207,-3137.607509945884,164.592,0.0
208,-3134.607509945884,164.588,0.0
231,-3064.607509945884,164.571,0.0
232,-3061.607509945884,164.566,0.0
244,-3025.607509945884,164.556,0.0
266,-2958.607509945884,164.531,0.0
271,-2943.607509945884,164.523,0.0
278,-2922.607509945884,164.507,0.0
293,-2877.607509945884,164.478,0.0
294,-2874.607509945884,164.43,0.0
295,-2870.607509945884,164.377,0.0
296,-2867.607509945884,164.33,0.0
297,-2864.607509945884,164.304,0.0
298,-2861.607509945884,164.3,0.0
495,-2265.607509945884,164.297,0.0
496,-2262.607509945884,164.261,0.0
497,-2259.607509945884,164.23,0.0
498,-2256.607509945884,164.201,0.0
499,-2253.607509945884,164.168,0.0
500,-2250.607509945884,164.125,0.0
501,-2247.607509945884,164.078,0.0
502,-2244.607509945884,164.033,0.0
503,-2241.607509945884,163.993,0.0
504,-2238.607509945884,163.952,0.0
505,-2234.607509945884,163.913,0.0
506,-2231.607509945884,163.87,0.0
507,-2228.607509945884,163.836,0.0
508,-2225.607509945884,163.807,0.0
509,-2222.607509945884,163.777,0.0
510,-2219.607509945884,163.734,0.0
511,-2216.607509945884,163.69,0.0
512,-2213.607509945884,163.643,0.0
513,-2210.607509945884,163.589,0.0
514,-2207.607509945884,163.539,0.0
515,-2204.607509945884,163.491,0.0
516,-2201.607509945884,163.441,0.0
517,-2198.607509945884,163.393,0.0
518,-2195.607509945884,163.345,0.0
519,-2192.607509945884,163.29,0.0
520,-2189.607509945884,163.25,0.0
521,-2186.607509945884,163.215,0.0
522,-2183.607509945884,163.186,0.0
523,-2180.607509945884,163.163,0.0
524,-2177.607509945884,163.143,0.0
525,-2174.607509945884,163.124,0.0
526,-2171.607509945884,163.102,0.0
527,-2168.607509945884,163.084,0.0
528,-2165.607509945884,163.064,0.0
529,-2162.607509945884,163.038,0.0
530,-2159.607509945884,163.009,0.0
531,-2156.607509945884,162.97,0.0
532,-2153.607509945884,162.93,0.0
533,-2150.607509945884,162.892,0.0
534,-2147.607509945884,162.854,0.0
535,-2144.607509945884,162.814,0.0
536,-2141.607509945884,162.779,0.0
537,-2138.607509945884,162.743,0.0
538,-2135.607509945884,162.702,0.0
539,-2132.607509945884,162.665,0.0
540,-2128.607509945884,162.639,0.0
541,-2125.607509945884,162.611,0.0
542,-2122.607509945884,162.581,0.0
543,-2119.607509945884,162.549,0.0
544,-2116.607509945884,162.519,0.0
545,-2113.607509945884,162.492,0.0
546,-2110.607509945884,162.458,0.0
547,-2107.607509945884,162.421,0.0
548,-2104.607509945884,162.383,0.0
549,-2101.607509945884,162.343,0.0
550,-2098.607509945884,162.308,0.0
551,-2095.607509945884,162.271,0.0
552,-2092.607509945884,162.236,0.0
553,-2089.607509945884,162.201,0.0
554,-2086.607509945884,162.154,0.0
555,-2083.607509945884,162.116,0.0
556,-2080.607509945884,162.08,0.0
557,-2077.607509945884,162.048,0.0
558,-2074.607509945884,162.016,0.0
559,-2071.607509945884,161.981,0.0
560,-2068.607509945884,161.937,0.0
561,-2065.607509945884,161.888,0.0
562,-2062.607509945884,161.842,0.0
563,-2059.607509945884,161.798,0.0
564,-2056.607509945884,161.763,0.0
565,-2053.607509945884,161.733,0.0
566,-2050.607509945884,161.702,0.0
567,-2047.607509945884,161.667,0.0
568,-2044.607509945884,161.632,0.0
569,-2041.607509945884,161.599,0.0
570,-2038.607509945884,161.566,0.0
571,-2035.607509945884,161.531,0.0
572,-2032.607509945884,161.493,0.0
573,-2029.607509945884,161.462,0.0
574,-2026.607509945884,161.427,0.0
575,-2022.607509945884,161.388,0.0
576,-2019.607509945884,161.351,0.0
577,-2016.607509945884,161.317,0.0
578,-2013.607509945884,161.279,0.0
579,-2010.607509945884,161.239,0.0
580,-2007.607509945884,161.198,0.0
581,-2004.607509945884,161.156,0.0
582,-2001.607509945884,161.109,0.0
583,-1998.607509945884,161.065,0.0
584,-1995.607509945884,161.017,0.0
585,-1992.607509945884,160.967,0.0
586,-1989.607509945884,160.914,0.0
587,-1986.607509945884,160.862,0.0
588,-1983.607509945884,160.817,0.0
589,-1980.607509945884,160.776,0.0
590,-1977.607509945884,160.721,0.0
591,-1974.607509945884,160.683,0.0
592,-1971.607509945884,160.647,0.0
593,-1968.607509945884,160.604,0.0
594,-1965.607509945884,160.564,0.0
595,-1962.607509945884,160.52,0.0
596,-1959.607509945884,160.475,0.0
597,-1956.607509945884,160.432,0.0
598,-1953.607509945884,160.393,0.0
599,-1950.607509945884,160.354,0.0
600,-1947.607509945884,160.309,0.0
601,-1944.607509945884,160.255,0.0
602,-1941.607509945884,160.199,0.0
603,-1938.607509945884,160.15,0.0
604,-1935.607509945884,160.116,0.0
605,-1932.607509945884,160.101,0.0
1307,192.392490054116,160.087,862.4247324768784
1308,195.392490054116,160.023,4003.0137594378357
1309,198.392490054116,159.964,3745.4980451816796
1310,201.392490054116,159.904,3865.140780517945
1311,204.392490054116,159.844,3921.2453945895572
1312,207.392490054116,159.78,4242.407503427166
1313,210.392490054116,159.717,4234.845471872859
1314,213.392490054116,159.652,4429.811500147825
1315,216.392490054116,159.592,4144.920245688366
1316,219.392490054116,159.531,4270.804565816413
1317,222.392490054116,159.47,4327.549029905436
1318,225.392490054116,159.412,4168.669264778801
1319,228.392490054116,159.353,4295.408393433735
1320,232.392490054116,159.292,4517.093004591444
1321,235.392490054116,159.23,4648.616576455949
1322,238.392490054116,159.169,4630.139756883547
1323,241.392490054116,159.109,4609.795136966811
1324,244.392490054116,159.056,4121.128239697382
1325,247.392490054116,159.001,4327.6702265033455
1326,250.392490054116,158.946,4378.634756938524
1327,253.392490054116,158.89,4510.086306255975
1328,256.392490054116,158.833,4643.322093694461
1329,259.392490054116,158.774,4860.707364728234
1330,262.392490054116,158.714,4998.3880129382605
1331,265.392490054116,158.65,5390.465421665613
1332,268.392490054116,158.582,5789.702675530645
1333,271.392490054116,158.515,5765.868876052858
1334,274.392490054116,158.428,7566.109770843338
1335,277.392490054116,158.365,5536.187943406917
1336,280.392490054116,158.301,5682.609168352406
1337,283.392490054116,158.238,5651.400850781049
1338,286.392490054116,158.175,5708.953338194989
1339,289.392490054116,158.111,5857.970758994349
1340,292.392490054116,158.052,5454.177523145558
1341,295.392490054116,157.988,5974.773923628323
1342,298.392490054116,157.924,6033.0091723497935
1343,301.392490054116,157.86,6091.195269071264
1344,304.392490054116,157.792,6533.582682399363
1345,307.392490054116,157.729,6110.293508823832
1346,310.392490054116,157.663,6461.090342727997
1347,313.392490054116,157.594,6817.143160354004
1348,316.392490054116,157.53,6380.983490291345
1349,319.392490054116,157.475,5533.562723123011
1350,322.392490054116,157.42,5583.5880735581895
1351,325.392490054116,157.356,6555.247772752841
1352,328.392490054116,157.291,6716.301268173499
