fixIdx,tickLead,togo,area
1,-5086.607509945884,166.522,0.0
2,-5056.607509945884,166.521,0.0
151,-4587.607509945884,166.515,0.0
152,-4585.607509945884,166.489,0.0
153,-4583.607509945884,166.458,0.0
154,-4581.607509945884,166.425,0.0
155,-4579.607509945884,166.396,0.0
156,-4577.607509945884,166.371,0.0
157,-4575.607509945884,166.352,0.0
158,-4573.607509945884,166.343,0.0
159,-4571.607509945884,166.331,0.0
160,-4569.607509945884,166.315,0.0
161,-4566.607509945884,166.293,0.0
162,-4564.607509945884,166.263,0.0
163,-4562.607509945884,166.235,0.0
164,-4560.607509945884,166.213,0.0
165,-4558.607509945884,166.202,0.0
166,-4556.607509945884,166.198,0.0
360,-4167.607509945884,166.189,0.0
361,-4165.607509945884,166.183,0.0
365,-4157.607509945884,166.176,0.0
366,-4155.607509945884,166.161,0.0
367,-4153.607509945884,166.144,0.0
368,-4151.607509945884,166.122,0.0
369,-4149.607509945884,166.089,0.0
370,-4147.607509945884,166.057,0.0
371,-4145.607509945884,166.032,0.0
372,-4143.607509945884,166.01,0.0
373,-4140.607509945884,166.005,0.0
423,-4039.607509945884,165.986,0.0
424,-4037.607509945884,165.967,0.0
425,-4035.607509945884,165.96,0.0
458,-3969.607509945884,165.939,0.0
459,-3967.607509945884,165.911,0.0
460,-3965.607509945884,165.883,0.0
461,-3963.607509945884,165.862,0.0
462,-3961.607509945884,165.853,0.0
471,-3943.607509945884,165.842,0.0
472,-3941.607509945884,165.815,0.0
473,-3939.607509945884,165.794,0.0
474,-3937.607509945884,165.785,0.0
496,-3893.607509945884,165.778,0.0
497,-3891.607509945884,165.763,0.0
498,-3889.607509945884,165.755,0.0
512,-3861.607509945884,165.731,0.0
513,-3859.607509945884,165.698,0.0
514,-3857.607509945884,165.663,0.0
515,-3855.607509945884,165.632,0.0
516,-3853.607509945884,165.6,0.0
517,-3851.607509945884,165.57,0.0
518,-3849.607509945884,165.54,0.0
519,-3847.607509945884,165.508,0.0
520,-3845.607509945884,165.475,0.0
521,-3843.607509945884,165.443,0.0
522,-3841.607509945884,165.418,0.0
523,-3839.607509945884,165.4,0.0
524,-3837.607509945884,165.394,0.0
534,-3816.607509945884,165.387,0.0
535,-3814.607509945884,165.386,0.0
543,-3798.607509945884,165.375,0.0
551,-3782.607509945884,165.355,0.0
557,-3770.607509945884,165.348,0.0
558,-3768.607509945884,165.338,0.0
567,-3750.607509945884,165.334,0.0
