fixIdx,tickLead,togo,area
1,-4733.607509945884,166.49,0.0
2,-4703.607509945884,166.488,0.0
8,-4523.607509945884,166.487,0.0
10,-4463.607509945884,166.486,0.0
11,-4433.607509945884,166.446,0.0
12,-4430.607509945884,166.429,0.0
13,-4427.607509945884,166.408,0.0
14,-4424.607509945884,166.383,0.0
15,-4421.607509945884,166.352,0.0
16,-4418.607509945884,166.325,0.0
17,-4415.607509945884,166.29,0.0
18,-4412.607509945884,166.251,0.0
19,-4409.607509945884,166.2,0.0
20,-4406.607509945884,166.139,0.0
21,-4403.607509945884,166.077,0.0
22,-4400.607509945884,166.011,0.0
23,-4397.607509945884,165.948,0.0
24,-4394.607509945884,165.881,0.0
25,-4391.607509945884,165.815,0.0
26,-4388.607509945884,165.746,0.0
27,-4385.607509945884,165.681,0.0
28,-4382.607509945884,165.624,0.0
29,-4379.607509945884,165.574,0.0
30,-4376.607509945884,165.524,0.0
31,-4373.607509945884,165.479,0.0
32,-4370.607509945884,165.448,0.0
33,-4367.607509945884,165.424,0.0
34,-4364.607509945884,165.407,0.0
35,-4361.607509945884,165.393,0.0
36,-4358.607509945884,165.385,0.0
206,-3847.607509945884,165.375,0.0
207,-3844.607509945884,165.371,0.0
210,-3835.607509945884,165.357,0.0
211,-3832.607509945884,165.328,0.0
215,-3820.607509945884,165.309,0.0
216,-3817.607509945884,165.289,0.0
226,-3787.607509945884,165.246,0.0
227,-3784.607509945884,165.236,0.0
232,-3769.607509945884,165.225,0.0
233,-3766.607509945884,165.214,0.0
238,-3751.607509945884,165.191,0.0
244,-3733.607509945884,165.187,0.0
250,-3715.607509945884,165.183,0.0
251,-3712.607509945884,165.156,0.0
272,-3649.607509945884,165.155,0.0
278,-3631.607509945884,165.137,0.0
307,-3544.607509945884,165.125,0.0
314,-3523.607509945884,165.112,0.0
315,-3520.607509945884,165.099,0.0
322,-3499.607509945884,165.08,0.0
323,-3496.607509945884,165.047,0.0
324,-3493.607509945884,165.025,0.0
333,-3466.607509945884,164.979,0.0
334,-3463.607509945884,164.932,0.0
335,-3460.607509945884,164.884,0.0
336,-3457.607509945884,164.834,0.0
337,-3454.607509945884,164.784,0.0
338,-3451.607509945884,164.73,0.0
339,-3448.607509945884,164.677,0.0
