fixIdx,tickLead,togo,area
8,-2600.892331816792,143.094,0.0
1297,-1310.892331816792,143.076,0.0
1298,-1309.892331816792,143.067,0.0
1299,-1308.892331816792,143.059,0.0
1300,-1307.892331816792,143.054,0.0
1301,-1306.892331816792,143.05,0.0
1302,-1305.892331816792,143.049,0.0
1320,-1287.892331816792,143.048,0.0
1321,-1286.892331816792,143.033,0.0
1322,-1285.892331816792,143.016,0.0
1323,-1284.892331816792,142.998,0.0
1324,-1283.892331816792,142.982,0.0
1325,-1282.892331816792,142.965,0.0
1326,-1281.892331816792,142.95,0.0
1327,-1280.892331816792,142.937,0.0
1328,-1279.892331816792,142.925,0.0
1329,-1278.892331816792,142.917,0.0
1330,-1277.892331816792,142.912,0.0
1331,-1276.892331816792,142.91,0.0
1452,-1155.892331816792,142.909,0.0
1453,-1154.892331816792,142.908,0.0
1454,-1153.892331816792,142.905,0.0
1455,-1152.892331816792,142.901,0.0
1456,-1151.892331816792,142.896,0.0
1457,-1150.892331816792,142.891,0.0
1458,-1149.892331816792,142.886,0.0
1459,-1148.892331816792,142.883,0.0
1460,-1147.892331816792,142.876,0.0
1461,-1146.892331816792,142.871,0.0
1462,-1145.892331816792,142.864,0.0
1463,-1144.892331816792,142.859,0.0
1464,-1143.892331816792,142.852,0.0
1465,-1142.892331816792,142.845,0.0
1466,-1141.892331816792,142.84,0.0
1467,-1140.892331816792,142.833,0.0
1468,-1139.892331816792,142.828,0.0
1469,-1138.892331816792,142.823,0.0
1470,-1137.892331816792,142.818,0.0
1471,-1136.892331816792,142.813,0.0
1472,-1135.892331816792,142.808,0.0
1473,-1134.892331816792,142.805,0.0
1474,-1133.892331816792,142.802,0.0
1475,-1132.892331816792,142.798,0.0
1476,-1131.892331816792,142.795,0.0
1477,-1130.892331816792,142.792,0.0
1478,-1129.892331816792,142.787,0.0
1479,-1128.892331816792,142.784,0.0
1480,-1127.892331816792,142.779,0.0
1481,-1126.892331816792,142.774,0.0
1482,-1125.892331816792,142.767,0.0
1483,-1124.892331816792,142.762,0.0
1484,-1123.892331816792,142.757,0.0
1485,-1122.892331816792,142.751,0.0
1486,-1121.892331816792,142.746,0.0
1487,-1120.892331816792,142.741,0.0
1488,-1119.892331816792,142.738,0.0
1489,-1118.892331816792,142.733,0.0
1490,-1117.892331816792,142.728,0.0
1491,-1116.892331816792,142.723,0.0
1492,-1115.892331816792,142.718,0.0
1493,-1114.892331816792,142.713,0.0
1494,-1113.892331816792,142.708,0.0
1495,-1112.892331816792,142.703,0.0
1496,-1111.892331816792,142.698,0.0
1497,-1110.892331816792,142.693,0.0
1498,-1109.892331816792,142.688,0.0
1499,-1108.892331816792,142.683,0.0
1500,-1107.892331816792,142.68,0.0
1501,-1106.892331816792,142.674,0.0
1502,-1105.892331816792,142.669,0.0
1503,-1104.892331816792,142.664,0.0
1504,-1103.892331816792,142.659,0.0
1505,-1102.892331816792,142.656,0.0
1506,-1101.892331816792,142.651,0.0
1507,-1100.892331816792,142.648,0.0
1508,-1099.892331816792,142.645,0.0
1509,-1098.892331816792,142.642,0.0
1510,-1097.892331816792,142.64,0.0
1511,-1096.892331816792,142.639,0.0
1512,-1095.892331816792,142.638,0.0
1513,-1094.892331816792,142.635,0.0
1514,-1093.892331816792,142.632,0.0
1515,-1092.892331816792,142.628,0.0
1516,-1091.892331816792,142.627,0.0
1517,-1090.892331816792,142.624,0.0
1518,-1089.892331816792,142.619,0.0
1519,-1088.892331816792,142.616,0.0
1520,-1087.892331816792,142.61,0.0
1521,-1086.892331816792,142.604,0.0
1522,-1085.892331816792,142.599,0.0
1523,-1084.892331816792,142.593,0.0
1524,-1083.892331816792,142.588,0.0
1525,-1082.892331816792,142.583,0.0
1526,-1081.892331816792,142.576,0.0
1527,-1080.892331816792,142.571,0.0
1528,-1079.892331816792,142.56,0.0
1529,-1078.892331816792,142.549,0.0
1530,-1077.892331816792,142.528,0.0
1531,-1076.892331816792,142.511,0.0
1532,-1075.892331816792,142.494,0.0
1533,-1074.892331816792,142.479,0.0
1534,-1073.892331816792,142.468,0.0
1535,-1072.892331816792,142.464,0.0
1536,-1071.892331816792,142.463,0.0
1567,-1040.892331816792,142.461,0.0
1568,-1039.892331816792,142.444,0.0
1569,-1038.892331816792,142.428,0.0
1570,-1037.892331816792,142.411,0.0
1571,-1036.892331816792,142.395,0.0
1572,-1035.892331816792,142.381,0.0
1573,-1034.892331816792,142.37,0.0
1574,-1033.892331816792,142.357,0.0
1575,-1032.892331816792,142.345,0.0
1576,-1031.892331816792,142.334,0.0
1577,-1030.892331816792,142.321,0.0
1578,-1029.892331816792,142.308,0.0
1579,-1028.892331816792,142.297,0.0
1580,-1027.892331816792,142.285,0.0
1581,-1026.892331816792,142.272,0.0
1582,-1025.892331816792,142.258,0.0
1583,-1024.892331816792,142.243,0.0
1584,-1023.892331816792,142.229,0.0
1585,-1022.892331816792,142.214,0.0
1586,-1021.892331816792,142.2,0.0
1587,-1020.892331816792,142.186,0.0
1588,-1019.892331816792,142.171,0.0
1589,-1018.892331816792,142.157,0.0
1590,-1017.892331816792,142.144,0.0
1591,-1016.892331816792,142.132,0.0
1592,-1015.892331816792,142.121,0.0
1593,-1014.892331816792,142.109,0.0
1594,-1013.892331816792,142.098,0.0
1595,-1012.892331816792,142.088,0.0
1596,-1011.892331816792,142.073,0.0
1597,-1010.892331816792,142.061,0.0
1598,-1009.892331816792,142.048,0.0
1599,-1008.892331816792,142.034,0.0
1600,-1007.892331816792,142.02,0.0
1601,-1006.892331816792,142.007,0.0
1602,-1005.892331816792,141.993,0.0
1603,-1004.892331816792,141.98,0.0
1604,-1003.892331816792,141.967,0.0
1605,-1002.892331816792,141.953,0.0
1606,-1001.892331816792,141.939,0.0
1607,-1000.892331816792,141.926,0.0
1608,-999.892331816792,141.912,0.0
1609,-998.892331816792,141.898,0.0
1610,-997.892331816792,141.883,0.0
1611,-996.892331816792,141.869,0.0
1612,-995.892331816792,141.854,0.0
1613,-994.892331816792,141.84,0.0
1614,-993.892331816792,141.824,0.0
1615,-992.892331816792,141.807,0.0
1616,-991.892331816792,141.793,0.0
1617,-990.892331816792,141.777,0.0
1618,-989.892331816792,141.76,0.0
1619,-988.892331816792,141.746,0.0
1620,-987.892331816792,141.73,0.0
1621,-986.892331816792,141.715,0.0
1622,-985.892331816792,141.701,0.0
1623,-984.892331816792,141.687,0.0
1624,-983.892331816792,141.672,0.0
1625,-982.892331816792,141.658,0.0
1626,-981.892331816792,141.645,0.0
1627,-980.892331816792,141.631,0.0
1628,-979.892331816792,141.615,0.0
1629,-978.892331816792,141.6,0.0
1630,-977.892331816792,141.584,0.0
1631,-976.892331816792,141.57,0.0
1632,-975.892331816792,141.553,0.0
1633,-974.892331816792,141.539,0.0
1634,-973.892331816792,141.524,0.0
1635,-972.892331816792,141.512,0.0
1636,-971.892331816792,141.497,0.0
1637,-970.892331816792,141.485,0.0
1638,-969.892331816792,141.47,0.0
1639,-968.892331816792,141.458,0.0
1640,-967.892331816792,141.444,0.0
1641,-966.892331816792,141.431,0.0
1642,-965.892331816792,141.419,0.0
1643,-964.892331816792,141.406,0.0
1644,-963.892331816792,141.396,0.0
