fixIdx,time,lat,lng,alt,tickLead,tickRace,zoneIdx,legIdx,togo
8,,,,297.0,-1886.08165957093,-14113.307106014547,1,1,195.582
34,,,,476.0,-1681.08165957093,-13908.307106014547,27,1,195.549
35,,,,482.0,-1676.08165957093,-13903.307106014547,28,1,195.506
36,,,,483.0,-1671.08165957093,-13898.307106014547,29,1,195.492
69,,,,716.0,-1506.08165957093,-13733.307106014547,62,1,195.467
70,,,,723.0,-1501.08165957093,-13728.307106014547,63,1,195.367
71,,,,730.0,-1496.08165957093,-13723.307106014547,64,1,195.297
72,,,,738.0,-1491.08165957093,-13718.307106014547,65,1,195.255
73,,,,748.0,-1486.08165957093,-13713.307106014547,66,1,195.232
74,,,,756.0,-1481.08165957093,-13708.307106014547,67,1,195.227
117,,,,1104.0,-1265.08165957093,-13492.307106014547,110,1,195.153
120,,,,1125.0,-1250.08165957093,-13477.307106014547,113,1,195.112
121,,,,1143.0,-1245.08165957093,-13472.307106014547,114,1,195.064
124,,,,1159.0,-1230.08165957093,-13457.307106014547,117,1,195.047
127,,,,1193.0,-1215.08165957093,-13442.307106014547,120,1,195.041
128,,,,1196.0,-1210.08165957093,-13437.307106014547,121,1,195.005
130,,,,1229.0,-1200.08165957093,-13427.307106014547,123,1,194.975
131,,,,1240.0,-1195.08165957093,-13422.307106014547,124,1,194.944
133,,,,1258.0,-1185.08165957093,-13412.307106014547,126,1,194.918
134,,,,1276.0,-1180.08165957093,-13407.307106014547,127,1,194.827
137,,,,1315.0,-1165.08165957093,-13392.307106014547,130,1,194.764
138,,,,1322.0,-1160.08165957093,-13387.307106014547,131,1,194.742
140,,,,1346.0,-1150.08165957093,-13377.307106014547,133,1,194.69
141,,,,1362.0,-1145.08165957093,-13372.307106014547,134,1,194.62
142,,,,1366.0,-1140.08165957093,-13367.307106014547,135,1,194.595
145,,,,1391.0,-1125.08165957093,-13352.307106014547,138,1,194.536
148,,,,1414.0,-1110.08165957093,-13337.307106014547,141,1,194.515
149,,,,1429.0,-1105.08165957093,-13332.307106014547,142,1,194.413
150,,,,1438.0,-1100.08165957093,-13327.307106014547,143,1,194.36
152,,,,1455.0,-1090.08165957093,-13317.307106014547,145,1,194.333
153,,,,1470.0,-1085.08165957093,-13312.307106014547,146,1,194.237
154,,,,1473.0,-1080.08165957093,-13307.307106014547,147,1,194.205
157,,,,1505.0,-1065.08165957093,-13292.307106014547,150,1,194.154
160,,,,1533.0,-1050.08165957093,-13277.307106014547,153,1,194.139
161,,,,1548.0,-1045.08165957093,-13272.307106014547,154,1,194.081
164,,,,1581.0,-1030.08165957093,-13257.307106014547,157,1,194.006
167,,,,1614.0,-1015.08165957093,-13242.307106014547,160,1,193.938
168,,,,1629.0,-1010.08165957093,-13237.307106014547,161,1,193.853
179,,,,1672.0,-955.08165957093,-13182.307106014547,172,1,193.823
180,,,,1692.0,-950.08165957093,-13177.307106014547,173,1,193.709
181,,,,1701.0,-945.08165957093,-13172.307106014547,174,1,193.623
184,,,,1718.0,-930.08165957093,-13157.307106014547,177,1,193.613
185,,,,1729.0,-925.08165957093,-13152.307106014547,178,1,193.549
187,,,,1746.0,-915.08165957093,-13142.307106014547,180,1,193.463
188,,,,1760.0,-910.08165957093,-13137.307106014547,181,1,193.453
190,,,,1776.0,-900.08165957093,-13127.307106014547,183,1,193.423
