fixIdx,time,lat,lng,alt,tickLead,tickRace,zoneIdx,legIdx,togo
1,,,,298.0,152.107668183208,-7756.66759380786,1,0,143.129
296,,,,1066.0,1020.107668183208,-6888.66759380786,269,1,143.118
297,,,,1069.0,1022.107668183208,-6886.66759380786,270,1,143.09
298,,,,1071.0,1024.107668183208,-6884.66759380786,271,1,143.079
303,,,,1092.0,1034.107668183208,-6874.66759380786,276,1,143.072
304,,,,1096.0,1036.107668183208,-6872.66759380786,277,1,143.036
305,,,,1098.0,1038.107668183208,-6870.66759380786,278,1,143.008
306,,,,1101.0,1040.107668183208,-6868.66759380786,279,1,142.996
311,,,,1124.0,1050.107668183208,-6858.66759380786,284,1,142.989
312,,,,1128.0,1052.107668183208,-6856.66759380786,285,1,142.953
313,,,,1130.0,1054.107668183208,-6854.66759380786,286,1,142.925
314,,,,1134.0,1056.107668183208,-6852.66759380786,287,1,142.911
315,,,,1135.0,1058.107668183208,-6850.66759380786,288,1,142.91
322,,,,1173.0,1072.107668183208,-6836.66759380786,295,1,142.896
323,,,,1178.0,1074.107668183208,-6834.66759380786,296,1,142.862
324,,,,1184.0,1076.107668183208,-6832.66759380786,297,1,142.831
325,,,,1189.0,1078.107668183208,-6830.66759380786,298,1,142.809
326,,,,1194.0,1080.107668183208,-6828.66759380786,299,1,142.804
332,,,,1220.0,1092.107668183208,-6816.66759380786,305,1,142.773
333,,,,1226.0,1094.107668183208,-6814.66759380786,306,1,142.736
334,,,,1230.0,1096.107668183208,-6812.66759380786,307,1,142.704
335,,,,1234.0,1098.107668183208,-6810.66759380786,308,1,142.69
341,,,,1260.0,1110.107668183208,-6798.66759380786,314,1,142.674
342,,,,1263.0,1112.107668183208,-6796.66759380786,315,1,142.642
343,,,,1270.0,1114.107668183208,-6794.66759380786,316,1,142.632
349,,,,1297.0,1126.107668183208,-6782.66759380786,322,1,142.602
350,,,,1302.0,1128.107668183208,-6780.66759380786,323,1,142.568
351,,,,1306.0,1130.107668183208,-6778.66759380786,324,1,142.544
352,,,,1313.0,1132.107668183208,-6776.66759380786,325,1,142.536
358,,,,1334.0,1144.107668183208,-6764.66759380786,331,1,142.534
359,,,,1340.0,1146.107668183208,-6762.66759380786,332,1,142.5
360,,,,1347.0,1148.107668183208,-6760.66759380786,333,1,142.47
361,,,,1350.0,1150.107668183208,-6758.66759380786,334,1,142.458
368,,,,1380.0,1164.107668183208,-6744.66759380786,341,1,142.426
369,,,,1385.0,1166.107668183208,-6742.66759380786,342,1,142.394
370,,,,1392.0,1168.107668183208,-6740.66759380786,343,1,142.378
376,,,,1417.0,1180.107668183208,-6728.66759380786,349,1,142.369
377,,,,1423.0,1182.107668183208,-6726.66759380786,350,1,142.335
378,,,,1429.0,1184.107668183208,-6724.66759380786,351,1,142.299
379,,,,1435.0,1186.107668183208,-6722.66759380786,352,1,142.271
380,,,,1438.0,1188.107668183208,-6720.66759380786,353,1,142.253
387,,,,1465.0,1202.107668183208,-6706.66759380786,360,1,142.233
388,,,,1469.0,1204.107668183208,-6704.66759380786,361,1,142.199
389,,,,1473.0,1206.107668183208,-6702.66759380786,362,1,142.166
390,,,,1476.0,1208.107668183208,-6700.66759380786,363,1,142.146
391,,,,1479.0,1210.107668183208,-6698.66759380786,364,1,142.143
398,,,,1502.0,1224.107668183208,-6684.66759380786,371,1,142.127
399,,,,1508.0,1226.107668183208,-6682.66759380786,372,1,142.093
400,,,,1510.0,1228.107668183208,-6680.66759380786,373,1,142.057
401,,,,1510.0,1230.107668183208,-6678.66759380786,374,1,142.024
402,,,,1511.0,1232.107668183208,-6676.66759380786,375,1,141.994
403,,,,1513.0,1234.107668183208,-6674.66759380786,376,1,141.972
404,,,,1512.0,1236.107668183208,-6672.66759380786,377,1,141.958
405,,,,1514.0,1238.107668183208,-6670.66759380786,378,1,141.953
406,,,,1516.0,1240.107668183208,-6668.66759380786,379,1,141.95
