fixIdx,time,lat,lng,alt,tickLead,tickRace,zoneIdx,legIdx,togo
1,,,,280.0,-3645.892331816792,-11554.66759380786,1,1,143.077
2,,,,280.0,-3615.892331816792,-11524.66759380786,2,1,143.075
15,,,,463.0,-3305.892331816792,-11214.66759380786,15,1,143.059
16,,,,503.0,-3295.892331816792,-11204.66759380786,16,1,142.842
17,,,,553.0,-3285.892331816792,-11194.66759380786,17,1,142.733
89,,,,673.0,-2565.892331816792,-10474.66759380786,89,1,142.687
91,,,,694.0,-2545.892331816792,-10454.66759380786,91,1,142.614
93,,,,717.0,-2525.892331816792,-10434.66759380786,93,1,142.544
95,,,,728.0,-2504.892331816792,-10413.66759380786,95,1,142.392
96,,,,750.0,-2494.892331816792,-10403.66759380786,96,1,142.326
98,,,,785.0,-2474.892331816792,-10383.66759380786,98,1,142.213
100,,,,812.0,-2454.892331816792,-10363.66759380786,100,1,142.205
101,,,,822.0,-2444.892331816792,-10353.66759380786,101,1,142.049
105,,,,902.0,-2404.892331816792,-10313.66759380786,105,1,141.981
106,,,,922.0,-2394.892331816792,-10303.66759380786,106,1,141.974
107,,,,937.0,-2384.892331816792,-10293.66759380786,107,1,141.912
109,,,,950.0,-2364.892331816792,-10273.66759380786,109,1,141.859
110,,,,966.0,-2354.892331816792,-10263.66759380786,110,1,141.789
112,,,,979.0,-2334.892331816792,-10243.66759380786,112,1,141.616
113,,,,967.0,-2324.892331816792,-10233.66759380786,113,1,141.428
114,,,,952.0,-2314.892331816792,-10223.66759380786,114,1,141.267
115,,,,942.0,-2304.892331816792,-10213.66759380786,115,1,141.111
116,,,,932.0,-2294.892331816792,-10203.66759380786,116,1,140.992
117,,,,924.0,-2284.892331816792,-10193.66759380786,117,1,140.86
118,,,,934.0,-2274.892331816792,-10183.66759380786,118,1,140.718
120,,,,933.0,-2254.892331816792,-10163.66759380786,120,1,140.641
121,,,,941.0,-2244.892331816792,-10153.66759380786,121,1,140.539
184,,,,1458.0,-1614.892331816792,-9523.66759380786,184,1,140.485
186,,,,1505.0,-1594.892331816792,-9503.66759380786,186,1,140.426
188,,,,1547.0,-1574.892331816792,-9483.66759380786,188,1,140.418
189,,,,1561.0,-1564.892331816792,-9473.66759380786,189,1,140.245
190,,,,1584.0,-1554.892331816792,-9463.66759380786,190,1,140.2
191,,,,1602.0,-1544.892331816792,-9453.66759380786,191,1,140.109
192,,,,1610.0,-1534.892331816792,-9443.66759380786,192,1,140.047
193,,,,1633.0,-1524.892331816792,-9433.66759380786,193,1,140.035
194,,,,1652.0,-1514.892331816792,-9423.66759380786,194,1,140.0
196,,,,1648.0,-1494.892331816792,-9403.66759380786,196,1,139.863
216,,,,1341.0,-1293.892331816792,-9202.66759380786,216,1,139.838
217,,,,1360.0,-1283.892331816792,-9192.66759380786,217,1,139.812
218,,,,1374.0,-1273.892331816792,-9182.66759380786,218,1,139.763
219,,,,1380.0,-1263.892331816792,-9172.66759380786,219,1,139.737
220,,,,1394.0,-1253.892331816792,-9162.66759380786,220,1,139.728
221,,,,1371.0,-1243.892331816792,-9152.66759380786,221,1,139.694
