fixIdx,time,lat,lng,alt,tickLead,tickRace,zoneIdx,legIdx,togo
1,,,,236.0,-4938.180188757446,-12668.717928356575,1,1,171.746
2,,,,235.0,-4908.180188757446,-12638.717928356575,2,1,171.744
3,,,,235.0,-4878.180188757446,-12608.717928356575,3,1,171.743
40,,,,591.0,-4348.180188757446,-12078.717928356575,40,1,171.604
41,,,,638.0,-4338.180188757446,-12068.717928356575,41,1,171.428
42,,,,655.0,-4328.180188757446,-12058.717928356575,42,1,171.28
43,,,,654.0,-4318.180188757446,-12048.717928356575,43,1,171.139
44,,,,667.0,-4308.180188757446,-12038.717928356575,44,1,170.971
45,,,,675.0,-4298.180188757446,-12028.717928356575,45,1,170.782
46,,,,709.0,-4288.180188757446,-12018.717928356575,46,1,170.595
47,,,,743.0,-4278.180188757446,-12008.717928356575,47,1,170.418
48,,,,788.0,-4268.180188757446,-11998.717928356575,48,1,170.246
49,,,,841.0,-4258.180188757446,-11988.717928356575,49,1,170.071
50,,,,855.0,-4248.180188757446,-11978.717928356575,50,1,170.059
57,,,,994.0,-4178.180188757446,-11908.717928356575,57,1,170.011
59,,,,1036.0,-4158.180188757446,-11888.717928356575,59,1,169.994
340,,,,2403.0,-1345.180188757446,-9075.717928356575,340,1,169.868
341,,,,2391.0,-1335.180188757446,-9065.717928356575,341,1,169.716
342,,,,2361.0,-1325.180188757446,-9055.717928356575,342,1,169.591
343,,,,2355.0,-1315.180188757446,-9045.717928356575,343,1,169.457
344,,,,2342.0,-1305.180188757446,-9035.717928356575,344,1,169.327
345,,,,2326.0,-1295.180188757446,-9025.717928356575,345,1,169.222
346,,,,2300.0,-1285.180188757446,-9015.717928356575,346,1,169.125
347,,,,2278.0,-1275.180188757446,-9005.717928356575,347,1,169.038
348,,,,2246.0,-1265.180188757446,-8995.717928356575,348,1,168.926
349,,,,2250.0,-1255.180188757446,-8985.717928356575,349,1,168.841
352,,,,2265.0,-1225.180188757446,-8955.717928356575,352,1,168.823
353,,,,2277.0,-1215.180188757446,-8945.717928356575,353,1,168.701
354,,,,2268.0,-1205.180188757446,-8935.717928356575,354,1,168.683
356,,,,2279.0,-1185.180188757446,-8915.717928356575,356,1,168.663
357,,,,2297.0,-1175.180188757446,-8905.717928356575,357,1,168.6
358,,,,2320.0,-1165.180188757446,-8895.717928356575,358,1,168.524
424,,,,2537.0,-504.180188757446,-8234.717928356575,424,1,168.443
425,,,,2527.0,-494.180188757446,-8224.717928356575,425,1,168.43
435,,,,2582.0,-394.180188757446,-8124.717928356575,435,1,168.397
447,,,,2621.0,-274.180188757446,-8004.717928356575,447,1,168.39
448,,,,2620.0,-264.180188757446,-7994.717928356575,448,1,168.382
489,,,,2571.0,132.819811242554,-7597.717928356575,489,1,168.367
490,,,,2550.0,142.819811242554,-7587.717928356575,490,1,168.136
491,,,,2517.0,152.819811242554,-7577.717928356575,491,1,167.899
492,,,,2469.0,162.819811242554,-7567.717928356575,492,1,167.656
493,,,,2456.0,172.819811242554,-7557.717928356575,1,2,167.419
494,,,,2456.0,182.819811242554,-7547.717928356575,2,2,167.206
